date,name,rrday,snow,tday,tmax,tmin
2007-03-28,Helsinki Kaisaniemi,0,0,6.3,11.8,0.2
2007-03-28,Helsinki Kumpula,0,0,7.7,13.7,1.5
2007-03-29,Helsinki Kaisaniemi,0,0,5.6,11.7,-0.5
2007-03-29,Helsinki Kumpula,0,0,6.4,12.8,0
2007-03-30,Helsinki Kaisaniemi,0,0,6.2,10.3,1.9
2007-03-30,Helsinki Kumpula,0,0,6.5,11.8,2.3
2007-03-31,Helsinki Kaisaniemi,0,0,4.5,9.6,-0.3
2007-03-31,Helsinki Kumpula,0,0,4.8,10.3,0.1
2007-04-01,Helsinki Kaisaniemi,0,0,5,10,-1.2
2007-04-01,Helsinki Kumpula,0,0,5.5,12.4,-1.6
2007-04-02,Helsinki Kaisaniemi,0,0,7.4,12.6,4
2007-04-02,Helsinki Kumpula,0,0,7.8,13.8,4
2007-04-03,Helsinki Kaisaniemi,0,0,3.1,8.2,0.9
2007-04-03,Helsinki Kumpula,0,0,2.9,8.3,1
2007-04-04,Helsinki Kaisaniemi,0,0,-0.1,2.8,-4.7
2007-04-04,Helsinki Kumpula,0,0,-0.5,3.5,-5.4
2007-04-05,Helsinki Kaisaniemi,0.1,0,4.4,8.7,2
2007-04-05,Helsinki Kumpula,0.2,0,4.2,8.7,1.8
2007-04-06,Helsinki Kaisaniemi,0.3,0,2.5,6.3,1.2
2007-04-06,Helsinki Kumpula,0.1,0,2.2,5.6,0.8
2007-04-07,Helsinki Kaisaniemi,0,0,1.8,4.9,-1.4
2007-04-07,Helsinki Kumpula,0,0,1.3,5,-2
2007-04-08,Helsinki Kaisaniemi,0,0,1.2,4.8,-2.3
2007-04-08,Helsinki Kumpula,0,0,0.6,5.2,-3.3
2007-04-09,Helsinki Kaisaniemi,0,0,0.9,6.1,-4.3
2007-04-09,Helsinki Kumpula,0,0,0.8,6.2,-4.7
2007-04-10,Helsinki Kaisaniemi,0,0,2.8,6.4,-1.6
2007-04-10,Helsinki Kumpula,0.1,0,2.7,7.6,-2.6
2007-04-11,Helsinki Kaisaniemi,0,0,6.5,11.8,1.8
2007-04-11,Helsinki Kumpula,0,0,6.2,11.7,1.5
2007-04-12,Helsinki Kaisaniemi,0,0,6.9,12,2.8
2007-04-12,Helsinki Kumpula,0,0,6.7,12.6,2.3
2007-04-13,Helsinki Kaisaniemi,0,0,7.5,14.8,0.4
2007-04-13,Helsinki Kumpula,0,0,7.8,15.1,-0.2
2007-04-14,Helsinki Kaisaniemi,0,0,10.4,16,4.6
2007-04-14,Helsinki Kumpula,0,0,10.5,16.6,4.2
2007-04-15,Helsinki Kaisaniemi,0,0,8.3,12.2,3.1
2007-04-15,Helsinki Kumpula,0,0,9.3,15,3.8
2007-04-16,Helsinki Kaisaniemi,0,0,8.6,14,3.4
2007-04-16,Helsinki Kumpula,0,0,9.8,16.1,4.2
2007-04-17,Helsinki Kaisaniemi,1.7,0,8.6,13.1,4.4
2007-04-17,Helsinki Kumpula,0.2,0,9.1,14.3,4.2
2007-04-18,Helsinki Kaisaniemi,0,0,8.1,13.7,4.9
2007-04-18,Helsinki Kumpula,0,0,7.7,12.8,5.4
2007-04-19,Helsinki Kaisaniemi,8.4,0,3.8,8.8,1
2007-04-19,Helsinki Kumpula,10.7,0,3.9,8.5,0.4
2007-04-20,Helsinki Kaisaniemi,10.9,0,5,8.4,3
2007-04-20,Helsinki Kumpula,12.3,0,4.9,9.6,2.8
2007-04-21,Helsinki Kaisaniemi,1.2,0,3.7,6.2,1.5
2007-04-21,Helsinki Kumpula,1.1,0,3.6,6,1.3
2007-04-22,Helsinki Kaisaniemi,0.1,0,6.8,11.8,2.8
2007-04-22,Helsinki Kumpula,0.1,0,6.6,11.7,2.8
2007-04-23,Helsinki Kaisaniemi,8.7,0,3.8,8.8,2.8
2007-04-23,Helsinki Kumpula,8.9,0,3.5,8.9,2.7
2007-04-24,Helsinki Kaisaniemi,0,0,6.7,9.9,4.1
2007-04-24,Helsinki Kumpula,0,0,6.9,9.8,4
2007-04-25,Helsinki Kaisaniemi,1.5,0,6.9,9.8,3.7
2007-04-25,Helsinki Kumpula,1.1,0,7.1,10.8,4.1
2007-04-26,Helsinki Kaisaniemi,0,0,8.2,11.4,5.8
2007-04-26,Helsinki Kumpula,0,0,9.2,13.7,5.6
2007-04-27,Helsinki Kaisaniemi,0,0,12.2,18.1,6.4
2007-04-27,Helsinki Kumpula,0,0,12.1,18.8,6.6
2007-04-28,Helsinki Kaisaniemi,0,0,6.7,12.5,5.7
2007-04-28,Helsinki Kumpula,0,0,6.5,12.5,5.6
2007-04-29,Helsinki Kaisaniemi,1,0,4.6,9.4,-0.8
2007-04-29,Helsinki Kumpula,1.4,0,4.4,9.5,-1.5
2007-04-30,Helsinki Kaisaniemi,0,0,3.3,8.2,0.2
2007-04-30,Helsinki Kumpula,0,0,3.1,7.9,0
2007-05-01,Helsinki Kaisaniemi,0.1,0,3.6,7.1,0
2007-05-01,Helsinki Kumpula,0,0,3.4,7.6,-1.2
2007-05-02,Helsinki Kaisaniemi,5.9,0,4,8.2,2.4
2007-05-02,Helsinki Kumpula,7.1,0,3.7,7.5,2.5
2007-05-03,Helsinki Kaisaniemi,2.9,0,4.9,8.2,0.8
2007-05-03,Helsinki Kumpula,2.7,0,4.9,9.3,0.6
2007-05-04,Helsinki Kaisaniemi,1.5,0,4.5,8.8,3.4
2007-05-04,Helsinki Kumpula,2.2,0,4.2,8.5,3.4
2007-05-05,Helsinki Kaisaniemi,0,0,4.3,6.7,0.8
2007-05-05,Helsinki Kumpula,0,0,4.3,8,0.5
2007-05-06,Helsinki Kaisaniemi,0,0,9.2,14.2,3.9
2007-05-06,Helsinki Kumpula,0,0,9.1,14.3,4.1
2007-05-07,Helsinki Kaisaniemi,0.2,0,9.7,15.8,6.3
2007-05-07,Helsinki Kumpula,0.2,0,10.5,17.4,6.4
2007-05-08,Helsinki Kaisaniemi,0,0,6.8,10.5,3.9
2007-05-08,Helsinki Kumpula,0,0,6.9,10.9,4
2007-05-09,Helsinki Kaisaniemi,0,0,7.9,13.6,2.1
2007-05-09,Helsinki Kumpula,0,0,8.2,14.5,2
2007-05-10,Helsinki Kaisaniemi,0,0,9.9,14.8,4.7
2007-05-10,Helsinki Kumpula,0,0,9.7,15,4.3
2007-05-11,Helsinki Kaisaniemi,0,0,7.4,11.3,2.9
2007-05-11,Helsinki Kumpula,0,0,8.1,11.7,2.9
2007-05-12,Helsinki Kaisaniemi,0,0,9.3,14.5,2.6
2007-05-12,Helsinki Kumpula,0,0,10.3,15.3,2.6
2007-05-13,Helsinki Kaisaniemi,0,0,9,12.5,6.4
2007-05-13,Helsinki Kumpula,0,0,9.6,13.1,6
2007-05-14,Helsinki Kaisaniemi,0.5,0,10,13.5,5.8
2007-05-14,Helsinki Kumpula,0.7,0,10.6,15.8,6.2
2007-05-15,Helsinki Kaisaniemi,5.4,0,9.9,13.1,8.3
2007-05-15,Helsinki Kumpula,5.7,0,10.4,13,8.4
2007-05-16,Helsinki Kaisaniemi,0,0,8.3,11.2,6.3
2007-05-16,Helsinki Kumpula,0,0,8.7,12.9,5.6
2007-05-17,Helsinki Kaisaniemi,0,0,10.7,15.8,5.2
2007-05-17,Helsinki Kumpula,0,0,11.1,16.5,5.1
2007-05-18,Helsinki Kaisaniemi,0,0,11.9,16.5,6.4
2007-05-18,Helsinki Kumpula,0,0,12.5,17.2,6.7
2007-05-19,Helsinki Kaisaniemi,0,0,11.6,15.8,7.9
2007-05-19,Helsinki Kumpula,0,0,12.4,16.9,8.7
2007-05-20,Helsinki Kaisaniemi,0,0,12.4,16,10.1
2007-05-20,Helsinki Kumpula,0,0,12.9,16.4,10.2
2007-05-21,Helsinki Kaisaniemi,3.3,0,13.5,18.1,8
2007-05-21,Helsinki Kumpula,2.7,0,14.2,19.4,7.9
2007-05-22,Helsinki Kaisaniemi,0.1,0,11.8,15.3,10.2
2007-05-22,Helsinki Kumpula,0,0,12,15.1,10.3
2007-05-23,Helsinki Kaisaniemi,0,0,12.5,15,10.4
2007-05-23,Helsinki Kumpula,0,0,13.2,16.1,10.4
2007-05-24,Helsinki Kaisaniemi,0,0,10.2,13.9,6.5
2007-05-24,Helsinki Kumpula,0,0,10.7,14.4,6.7
2007-05-25,Helsinki Kaisaniemi,3.5,0,11.6,15,9.4
2007-05-25,Helsinki Kumpula,3.6,0,11.8,15.7,9.7
2007-05-26,Helsinki Kaisaniemi,4.6,0,14,17.2,10
2007-05-26,Helsinki Kumpula,4.2,0,14,16.9,10.4
2007-05-27,Helsinki Kaisaniemi,34.3,0,14.5,19.2,8.2
2007-05-27,Helsinki Kumpula,25.3,0,15.1,21.2,8.6
2007-05-28,Helsinki Kaisaniemi,0.1,0,18.2,23.3,13.8
2007-05-28,Helsinki Kumpula,0.1,0,18.8,24.3,14.2
2007-05-29,Helsinki Kaisaniemi,0.5,0,20.6,25.7,15.3
2007-05-29,Helsinki Kumpula,0.5,0,20.8,27,15.9
2007-05-30,Helsinki Kaisaniemi,5.1,0,15.4,22.4,13.1
2007-05-30,Helsinki Kumpula,3.6,0,15.8,22.2,13.6
2007-05-31,Helsinki Kaisaniemi,0.3,0,16.7,19.1,15.1
2007-05-31,Helsinki Kumpula,0.3,0,16.8,19.3,15
2007-06-01,Helsinki Kaisaniemi,0,0,13.8,16,11.8
2007-06-01,Helsinki Kumpula,0,0,13.9,16.1,11.8
2007-06-02,Helsinki Kaisaniemi,0,NA,12.7,16.2,9.4
2007-06-02,Helsinki Kumpula,0,0,12.9,16.6,9.6
2007-06-03,Helsinki Kaisaniemi,0,NA,13.5,18.3,7.7
2007-06-03,Helsinki Kumpula,0,0,14,18.8,7.4
2007-06-04,Helsinki Kaisaniemi,0,NA,16.7,23,6.4
2007-06-04,Helsinki Kumpula,0,0,17.9,24.1,6.9
2007-06-05,Helsinki Kaisaniemi,0,NA,16.2,20.5,11.5
2007-06-05,Helsinki Kumpula,0,0,17.5,21.3,12.3
2007-06-06,Helsinki Kaisaniemi,0,NA,20.5,26.9,10.6
2007-06-06,Helsinki Kumpula,0,0,21.6,28.1,11.2
2007-06-07,Helsinki Kaisaniemi,0,NA,19.2,24.8,15
2007-06-07,Helsinki Kumpula,0,0,19.9,25.3,15.1
2007-06-08,Helsinki Kaisaniemi,0,NA,20.7,26.4,13.3
2007-06-08,Helsinki Kumpula,0,0,21,26.6,14.5
2007-06-09,Helsinki Kaisaniemi,0,NA,21.2,27.5,14
2007-06-09,Helsinki Kumpula,0,0,21.8,27.8,13.7
2007-06-10,Helsinki Kaisaniemi,0,NA,17.6,22.4,14.9
2007-06-10,Helsinki Kumpula,0,0,18,23.3,15.6
2007-06-11,Helsinki Kaisaniemi,0.1,NA,15.7,19.2,13.6
2007-06-11,Helsinki Kumpula,0,0,16.2,19.5,14.1
2007-06-12,Helsinki Kaisaniemi,0.2,NA,15.9,20.4,12.1
2007-06-12,Helsinki Kumpula,0.4,0,16,20.5,12.5
2007-06-13,Helsinki Kaisaniemi,0.9,0,15,20.9,9.9
2007-06-13,Helsinki Kumpula,1.1,0,14.9,20.7,9.7
2007-06-14,Helsinki Kaisaniemi,11.6,0,11.7,17.6,9.2
2007-06-14,Helsinki Kumpula,11.5,0,11.7,16.9,9.2
2007-06-15,Helsinki Kaisaniemi,0,0,13.5,19.4,7.5
2007-06-15,Helsinki Kumpula,0,0,13.3,19.3,6.5
2007-06-16,Helsinki Kaisaniemi,0,0,14.2,18.4,7.8
2007-06-16,Helsinki Kumpula,0,0,14.5,19.4,7.1
2007-06-17,Helsinki Kaisaniemi,3.3,0,14.3,19.2,9.9
2007-06-17,Helsinki Kumpula,2.7,0,14.5,19.2,9.1
2007-06-18,Helsinki Kaisaniemi,2.3,0,13.8,16.9,12.3
2007-06-18,Helsinki Kumpula,1.1,0,13.8,17.5,12.2
2007-06-19,Helsinki Kaisaniemi,0.8,0,14.5,19.3,9.9
2007-06-19,Helsinki Kumpula,1,0,14.7,19.4,10.1
2007-06-20,Helsinki Kaisaniemi,0.7,0,15.1,20.5,8.3
2007-06-20,Helsinki Kumpula,0.9,0,15,20,8.4
2007-06-21,Helsinki Kaisaniemi,1.6,0,14.9,19,11.5
2007-06-21,Helsinki Kumpula,0.9,0,15.4,19.4,11.9
2007-06-22,Helsinki Kaisaniemi,0,0,15.6,19.4,11.8
2007-06-22,Helsinki Kumpula,0,0,16.2,19.4,10.5
2007-06-23,Helsinki Kaisaniemi,0,0,15.1,18.8,9.8
2007-06-23,Helsinki Kumpula,0,0,15.8,19.2,9.7
2007-06-24,Helsinki Kaisaniemi,0,0,18.2,21.7,12.9
2007-06-24,Helsinki Kumpula,0,0,18.2,22.4,12.1
2007-06-25,Helsinki Kaisaniemi,0.6,0,18.8,25,14.7
2007-06-25,Helsinki Kumpula,0.6,0,18.7,25.8,14.2
2007-06-26,Helsinki Kaisaniemi,7.7,0,13.6,18.5,11.2
2007-06-26,Helsinki Kumpula,8.3,0,13.3,18.9,10.8
2007-06-27,Helsinki Kaisaniemi,9.1,0,13.5,15.4,11.7
2007-06-27,Helsinki Kumpula,13.1,0,13.3,15.4,11.5
2007-06-28,Helsinki Kaisaniemi,3.2,0,13.1,14.6,12.3
2007-06-28,Helsinki Kumpula,3,0,12.9,14.5,12
2007-06-29,Helsinki Kaisaniemi,0,0,14.4,17.4,11.1
2007-06-29,Helsinki Kumpula,0.1,0,14.2,17.1,11.5
2007-06-30,Helsinki Kaisaniemi,0.1,0,15.9,19.8,13.1
2007-06-30,Helsinki Kumpula,0,0,16.2,20.4,13
2007-07-01,Helsinki Kaisaniemi,0,0,17.3,21.5,14
2007-07-01,Helsinki Kumpula,0,0,17.8,22.1,14.9
2007-07-02,Helsinki Kaisaniemi,2,0,18.2,25,11.2
2007-07-02,Helsinki Kumpula,6.1,0,18.6,25,11.8
2007-07-03,Helsinki Kaisaniemi,0,0,19.3,23.3,13.5
2007-07-03,Helsinki Kumpula,0,0,20.1,24.4,13.3
2007-07-04,Helsinki Kaisaniemi,0,0,20.8,23.7,16.9
2007-07-04,Helsinki Kumpula,0,0,21.1,24.4,16
2007-07-05,Helsinki Kaisaniemi,0,0,20.7,23.5,18.3
2007-07-05,Helsinki Kumpula,0,0,21.1,24.3,18
2007-07-06,Helsinki Kaisaniemi,0.8,NA,18,19.9,16.6
2007-07-06,Helsinki Kumpula,1.5,0,17.8,20.5,16.4
2007-07-07,Helsinki Kaisaniemi,5.9,0,17.6,23.5,15.9
2007-07-07,Helsinki Kumpula,9.1,0,17.8,22.6,15.7
2007-07-08,Helsinki Kaisaniemi,0.9,0,17.3,21.2,14.8
2007-07-08,Helsinki Kumpula,6,0,16.6,22,14.7
2007-07-09,Helsinki Kaisaniemi,6.3,0,16.3,18.5,14.2
2007-07-09,Helsinki Kumpula,5.6,0,16.4,19.9,14.2
2007-07-10,Helsinki Kaisaniemi,0.5,NA,16.6,19.2,15.3
2007-07-10,Helsinki Kumpula,0.3,0,16.5,19.7,14.7
2007-07-11,Helsinki Kaisaniemi,3.1,NA,15.8,17.5,14.6
2007-07-11,Helsinki Kumpula,2.3,0,15.8,17.4,15.2
2007-07-12,Helsinki Kaisaniemi,0,NA,17.2,20.2,13.7
2007-07-12,Helsinki Kumpula,0,0,17.4,21.2,13.4
2007-07-13,Helsinki Kaisaniemi,0,NA,18.1,21.7,15.1
2007-07-13,Helsinki Kumpula,0,0,18.3,22.2,15.2
2007-07-14,Helsinki Kaisaniemi,0.2,NA,17.9,21.9,14.4
2007-07-14,Helsinki Kumpula,0.2,0,17.5,23,13.9
2007-07-15,Helsinki Kaisaniemi,1.4,NA,16.9,20.3,14.5
2007-07-15,Helsinki Kumpula,1.1,0,16.4,20.3,13.7
2007-07-16,Helsinki Kaisaniemi,0,NA,19.4,23.9,15.6
2007-07-16,Helsinki Kumpula,0,0,19.7,24.2,15.1
2007-07-17,Helsinki Kaisaniemi,1.4,NA,19,23,13.6
2007-07-17,Helsinki Kumpula,1,0,19.5,23.3,13.9
2007-07-18,Helsinki Kaisaniemi,0,NA,18.7,21.6,15.6
2007-07-18,Helsinki Kumpula,0,0,18.8,21.7,16.1
2007-07-19,Helsinki Kaisaniemi,0,NA,17.6,21.7,15.9
2007-07-19,Helsinki Kumpula,0,0,17.9,21.7,16.1
2007-07-20,Helsinki Kaisaniemi,1.6,NA,15.4,20.9,13.6
2007-07-20,Helsinki Kumpula,0.4,0,15.6,20.5,13.6
2007-07-21,Helsinki Kaisaniemi,0,NA,15.4,19.4,10.8
2007-07-21,Helsinki Kumpula,0.1,0,15.7,20.3,10.4
2007-07-22,Helsinki Kaisaniemi,0,NA,16.4,20.3,10.4
2007-07-22,Helsinki Kumpula,0,0,16.8,22.1,10
2007-07-23,Helsinki Kaisaniemi,2.1,NA,16.5,22.1,13.4
2007-07-23,Helsinki Kumpula,2.4,0,16.6,21.4,13.5
2007-07-24,Helsinki Kaisaniemi,1.8,NA,16.2,20.4,14.6
2007-07-24,Helsinki Kumpula,2.1,0,16.5,20.9,14.6
2007-07-25,Helsinki Kaisaniemi,0,NA,18.1,20.5,13.6
2007-07-25,Helsinki Kumpula,0,0,18,20.3,14.4
2007-07-26,Helsinki Kaisaniemi,0,NA,20.5,24.7,15.5
2007-07-26,Helsinki Kumpula,0,0,20.7,24.8,15.6
2007-07-27,Helsinki Kaisaniemi,1.2,NA,18.2,21.9,15
2007-07-27,Helsinki Kumpula,1.4,0,18.1,22.7,14.9
2007-07-28,Helsinki Kaisaniemi,0,NA,17.1,19.6,15.1
2007-07-28,Helsinki Kumpula,0,0,17,20.1,14.5
2007-07-29,Helsinki Kaisaniemi,2.5,NA,16,19.4,14
2007-07-29,Helsinki Kumpula,2.5,0,16.1,19.4,14.1
2007-07-30,Helsinki Kaisaniemi,20.4,NA,15.1,17.6,12.4
2007-07-30,Helsinki Kumpula,20.4,0,15.2,17.7,12.7
2007-07-31,Helsinki Kaisaniemi,3.4,NA,13.9,14.7,12.4
2007-07-31,Helsinki Kumpula,4.2,0,13.8,14.9,12.4
2007-08-01,Helsinki Kaisaniemi,0,NA,16.4,19.1,13.7
2007-08-01,Helsinki Kumpula,0,0,16.7,20.9,13.7
2007-08-02,Helsinki Kaisaniemi,0,NA,16.3,18.9,14.1
2007-08-02,Helsinki Kumpula,NA,0,16.5,NA,NA
2007-08-03,Helsinki Kaisaniemi,0,NA,16.4,19.9,13.5
2007-08-03,Helsinki Kumpula,0,0,16.7,20.2,13.8
2007-08-04,Helsinki Kaisaniemi,0,NA,18.7,24.8,11.3
2007-08-04,Helsinki Kumpula,0,0,18.8,25.5,11.4
2007-08-05,Helsinki Kaisaniemi,0,NA,18.9,23,13.7
2007-08-05,Helsinki Kumpula,0,0,19.1,23.6,13.8
2007-08-06,Helsinki Kaisaniemi,0,NA,19.1,23.4,13.6
2007-08-06,Helsinki Kumpula,0,0,20.1,24.6,13.9
2007-08-07,Helsinki Kaisaniemi,0,NA,21.5,26.6,15
2007-08-07,Helsinki Kumpula,0,0,22,26.4,15.4
2007-08-08,Helsinki Kaisaniemi,0,NA,21.4,24.4,18.7
2007-08-08,Helsinki Kumpula,0,0,22.1,24.9,19.4
2007-08-09,Helsinki Kaisaniemi,0,NA,21.1,23.4,18.7
2007-08-09,Helsinki Kumpula,0,0,21.2,24.2,19.1
2007-08-10,Helsinki Kaisaniemi,0,NA,20.9,25.3,16.5
2007-08-10,Helsinki Kumpula,0,0,22.2,27,17.4
2007-08-11,Helsinki Kaisaniemi,0.3,NA,22.1,26.4,17.2
2007-08-11,Helsinki Kumpula,0.6,0,22.4,26.8,17.5
2007-08-12,Helsinki Kaisaniemi,0.1,NA,21.5,24.9,19.1
2007-08-12,Helsinki Kumpula,0.1,0,21.6,25.1,19.3
2007-08-13,Helsinki Kaisaniemi,0,NA,22.7,26.7,18.9
2007-08-13,Helsinki Kumpula,0,0,23.5,28.2,19.2
2007-08-14,Helsinki Kaisaniemi,31.6,NA,20.9,25.7,18.4
2007-08-14,Helsinki Kumpula,25.2,0,21.2,27.1,18
2007-08-15,Helsinki Kaisaniemi,0,NA,19.1,23.9,15.1
2007-08-15,Helsinki Kumpula,0,0,19.7,24.9,15.1
2007-08-16,Helsinki Kaisaniemi,23.6,NA,21.1,24.4,15.8
2007-08-16,Helsinki Kumpula,23.1,0,21.3,26,16.2
2007-08-17,Helsinki Kaisaniemi,1.1,NA,19.1,22,17.7
2007-08-17,Helsinki Kumpula,4,0,19,22.5,17.2
2007-08-18,Helsinki Kaisaniemi,0,NA,17.1,20.2,13.9
2007-08-18,Helsinki Kumpula,0,0,16.8,20,13.5
2007-08-19,Helsinki Kaisaniemi,0,NA,17.2,20.3,14.3
2007-08-19,Helsinki Kumpula,0,0,17.2,20.9,14.4
2007-08-20,Helsinki Kaisaniemi,0,NA,16.8,20.8,11.5
2007-08-20,Helsinki Kumpula,0,0,17.3,21.9,11.3
2007-08-21,Helsinki Kaisaniemi,2.1,NA,18.9,23.1,13.3
2007-08-21,Helsinki Kumpula,1.7,0,18.8,23.9,12.3
2007-08-22,Helsinki Kaisaniemi,13.8,NA,18.9,22.3,17.1
2007-08-22,Helsinki Kumpula,NA,0,19,NA,NA
2007-08-23,Helsinki Kaisaniemi,6,NA,18.1,20.5,16.2
2007-08-23,Helsinki Kumpula,NA,0,18,NA,NA
2007-08-24,Helsinki Kaisaniemi,2.1,NA,19,22.7,17.4
2007-08-24,Helsinki Kumpula,2.2,0,19,23.5,16.9
2007-08-25,Helsinki Kaisaniemi,0,NA,17.4,21.1,14.2
2007-08-25,Helsinki Kumpula,0,0,17.2,21.1,14.5
2007-08-26,Helsinki Kaisaniemi,5,NA,13.6,17.8,10.4
2007-08-26,Helsinki Kumpula,4.8,0,13.4,17.8,10.2
2007-08-27,Helsinki Kaisaniemi,0.3,NA,12.9,17.4,9.6
2007-08-27,Helsinki Kumpula,0.4,0,12.4,17.8,8.2
2007-08-28,Helsinki Kaisaniemi,2,NA,10.9,14.7,7.8
2007-08-28,Helsinki Kumpula,2.8,0,10.4,14.5,7.6
2007-08-29,Helsinki Kaisaniemi,0.9,NA,10.8,15.1,9
2007-08-29,Helsinki Kumpula,0.6,0,10.5,15.9,8.8
2007-08-30,Helsinki Kaisaniemi,4.5,NA,9.4,14.7,5.2
2007-08-30,Helsinki Kumpula,2,0,9.1,14.3,5.1
2007-08-31,Helsinki Kaisaniemi,1.8,NA,8.9,15.2,4.5
2007-08-31,Helsinki Kumpula,1,0,8.9,15.6,4
2007-09-01,Helsinki Kaisaniemi,2.9,NA,8.4,14.1,3.4
2007-09-01,Helsinki Kumpula,3.1,0,8.7,14.8,3.6
2007-09-02,Helsinki Kaisaniemi,5.7,NA,13.4,17,5.6
2007-09-02,Helsinki Kumpula,7.3,0,13.1,17.2,6.1
2007-09-03,Helsinki Kaisaniemi,3.5,NA,14.1,17.3,11.5
2007-09-03,Helsinki Kumpula,6.6,0,13.7,17.2,11.4
2007-09-04,Helsinki Kaisaniemi,0.1,NA,12.6,15.9,9.3
2007-09-04,Helsinki Kumpula,0.5,0,12.3,17.2,8.2
2007-09-05,Helsinki Kaisaniemi,0,NA,12.1,16.5,6.6
2007-09-05,Helsinki Kumpula,0.1,0,11.9,17.1,6
2007-09-06,Helsinki Kaisaniemi,0,NA,13.3,15.6,10.7
2007-09-06,Helsinki Kumpula,0.5,0,12.8,15.3,11
2007-09-07,Helsinki Kaisaniemi,0,NA,10.9,15.5,8.4
2007-09-07,Helsinki Kumpula,0,0,10.9,16.4,7.3
2007-09-08,Helsinki Kaisaniemi,0,NA,11,15.4,4.4
2007-09-08,Helsinki Kumpula,0,0,10.6,15.6,3.6
2007-09-09,Helsinki Kaisaniemi,0,NA,11.3,15,9.2
2007-09-09,Helsinki Kumpula,0,0,11.2,14.9,8.5
2007-09-10,Helsinki Kaisaniemi,0,NA,11.1,15.2,8.5
2007-09-10,Helsinki Kumpula,0.1,0,11.2,15.2,7.8
2007-09-11,Helsinki Kaisaniemi,0.1,NA,11.4,15.1,6.7
2007-09-11,Helsinki Kumpula,0.1,0,11.2,15.6,5.2
2007-09-12,Helsinki Kaisaniemi,2.6,NA,12.7,15.4,9.8
2007-09-12,Helsinki Kumpula,1.8,0,12.4,15.8,10
2007-09-13,Helsinki Kaisaniemi,0.1,NA,10.1,13.1,8.5
2007-09-13,Helsinki Kumpula,0.1,0,9.9,13.5,8.1
2007-09-14,Helsinki Kaisaniemi,1.9,NA,10.1,13.7,3
2007-09-14,Helsinki Kumpula,2,0,9.7,14.5,2.6
2007-09-15,Helsinki Kaisaniemi,8.1,NA,11.3,13.8,9.9
2007-09-15,Helsinki Kumpula,8.3,0,11.2,14.4,9.9
2007-09-16,Helsinki Kaisaniemi,3.8,NA,8.9,11.6,7.5
2007-09-16,Helsinki Kumpula,4.4,0,8.7,11.7,7.2
2007-09-17,Helsinki Kaisaniemi,0.5,NA,12.1,14.9,7
2007-09-17,Helsinki Kumpula,0.9,0,12,14.9,7.4
2007-09-18,Helsinki Kaisaniemi,16.9,NA,11,13.6,8.9
2007-09-18,Helsinki Kumpula,NA,0,10.9,NA,NA
2007-09-19,Helsinki Kaisaniemi,1.1,0,8.8,12.5,7.6
2007-09-19,Helsinki Kumpula,1.3,0,8.5,12.6,7.5
2007-09-20,Helsinki Kaisaniemi,9.9,0,11.6,14.8,5.1
2007-09-20,Helsinki Kumpula,12.3,0,11.3,14.7,5.5
2007-09-21,Helsinki Kaisaniemi,6.8,0,13.5,14.5,12.2
2007-09-21,Helsinki Kumpula,7.3,0,13.3,14.9,12.4
2007-09-22,Helsinki Kaisaniemi,14.7,0,12.6,14.6,11.6
2007-09-22,Helsinki Kumpula,13.8,0,12.5,14.9,10.8
2007-09-23,Helsinki Kaisaniemi,0,0,11.8,15,7.5
2007-09-23,Helsinki Kumpula,0,NA,11.8,15.2,7.7
2007-09-24,Helsinki Kaisaniemi,0,0,13.4,15.5,11.1
2007-09-24,Helsinki Kumpula,0,0,13.2,16.1,10.9
2007-09-25,Helsinki Kaisaniemi,0,0,14.7,17.4,12.3
2007-09-25,Helsinki Kumpula,0,0,14.6,18.9,11.6
2007-09-26,Helsinki Kaisaniemi,0.8,NA,13.7,15.7,12.9
2007-09-26,Helsinki Kumpula,1.4,0,13.7,15.9,12.6
2007-09-27,Helsinki Kaisaniemi,1.8,NA,12.6,14.8,11.5
2007-09-27,Helsinki Kumpula,1.5,0,12.2,14.5,10.5
2007-09-28,Helsinki Kaisaniemi,0,NA,10.5,12.2,9.1
2007-09-28,Helsinki Kumpula,0,0,10.3,12,9.1
2007-09-29,Helsinki Kaisaniemi,0,NA,13.7,15.7,10.7
2007-09-29,Helsinki Kumpula,0,0,13.8,16.2,10.4
2007-09-30,Helsinki Kaisaniemi,5.8,NA,13.7,16.6,12.9
2007-09-30,Helsinki Kumpula,9.9,0,13.8,16.7,12.6
2007-10-01,Helsinki Kaisaniemi,0.1,0,13.6,15.4,10.7
2007-10-01,Helsinki Kumpula,0.4,0,13.4,15.3,11.1
2007-10-02,Helsinki Kaisaniemi,0,0,12.6,14.4,10.5
2007-10-02,Helsinki Kumpula,0,0,12.4,14.1,11.1
2007-10-03,Helsinki Kaisaniemi,0.6,0,10.6,12.3,8.8
2007-10-03,Helsinki Kumpula,0.4,0,10.3,12,8.3
2007-10-04,Helsinki Kaisaniemi,1.7,0,12.3,13.9,10.7
2007-10-04,Helsinki Kumpula,0.7,0,12.3,14,10.7
2007-10-05,Helsinki Kaisaniemi,0.2,0,11.8,15.3,8.7
2007-10-05,Helsinki Kumpula,0,0,11.6,15.6,8.3
2007-10-06,Helsinki Kaisaniemi,0.4,0,11.6,13.9,9.7
2007-10-06,Helsinki Kumpula,0.2,0,11.5,14.2,9.7
