date,name,rrday,snow,tday,tmax,tmin
2004-01-01,Helsinki Helsinki-Malmi lentoasema,NA,NA,-8.2,-1.8,-11.3
2004-01-01,Helsinki Kaisaniemi,0,0,-7.2,-1.1,-9.9
2004-01-02,Helsinki Helsinki-Malmi lentoasema,NA,NA,-13.5,-10.5,-15.1
2004-01-02,Helsinki Kaisaniemi,0,0,-11.9,-9.3,-12.8
2004-01-03,Helsinki Helsinki-Malmi lentoasema,NA,NA,-15,-10,-19
2004-01-03,Helsinki Kaisaniemi,0,0,-10.2,-4.2,-15.4
2004-01-04,Helsinki Helsinki-Malmi lentoasema,NA,NA,-8,-5.5,-15.6
2004-01-04,Helsinki Kaisaniemi,0.4,0,-4.4,-2.5,-6.8
2004-01-05,Helsinki Helsinki-Malmi lentoasema,NA,NA,-4.1,-2,-6.6
2004-01-05,Helsinki Kaisaniemi,0.1,1,-3.2,-1.3,-4.8
2004-01-06,Helsinki Helsinki-Malmi lentoasema,NA,NA,-5.4,-1.8,-13.1
2004-01-06,Helsinki Kaisaniemi,1.1,1,-3.4,-0.4,-8.4
2004-01-07,Helsinki Helsinki-Malmi lentoasema,NA,NA,-3.3,-1.1,-4.1
2004-01-07,Helsinki Kaisaniemi,0,4,-2.4,0,-3.6
2004-01-08,Helsinki Helsinki-Malmi lentoasema,NA,NA,-4.7,-3.6,-5.7
2004-01-08,Helsinki Kaisaniemi,0.1,4,-4.2,-2.7,-5.4
2004-01-09,Helsinki Helsinki-Malmi lentoasema,NA,NA,-5.9,-3.8,-8
2004-01-09,Helsinki Kaisaniemi,0,5,-5,-2.8,-6.2
2004-01-10,Helsinki Helsinki-Malmi lentoasema,NA,NA,-8.3,-7.7,-9.7
2004-01-10,Helsinki Kaisaniemi,0,5,-7.1,-5.1,-8.1
2004-01-11,Helsinki Helsinki-Malmi lentoasema,NA,NA,-6.8,-5.9,-8.7
2004-01-11,Helsinki Herttoniemi,NA,NA,-6.5,NA,NA
2004-01-11,Helsinki Kaisaniemi,0.6,5,-5.9,-4.5,-7.7
2004-01-12,Helsinki Helsinki-Malmi lentoasema,NA,NA,-4.5,-3.1,-7
2004-01-12,Helsinki Kaisaniemi,1.4,5,-3.9,-2.1,-6.6
2004-01-13,Helsinki Helsinki-Malmi lentoasema,NA,NA,0,0.6,-6
2004-01-13,Helsinki Kaisaniemi,5.4,6,0.5,1.3,-2.5
2004-01-14,Helsinki Helsinki-Malmi lentoasema,NA,NA,-2.8,-0.4,-5
2004-01-14,Helsinki Kaisaniemi,3.7,12,-2.3,0.5,-4.5
2004-01-15,Helsinki Helsinki-Malmi lentoasema,NA,NA,-4.3,-3.3,-5.4
2004-01-15,Helsinki Kaisaniemi,1.7,13,-4,-2.6,-5
2004-01-16,Helsinki Helsinki-Malmi lentoasema,NA,NA,-9.1,-5.2,-11.1
2004-01-16,Helsinki Kaisaniemi,1.5,14,-8.3,-4.6,-11.2
2004-01-17,Helsinki Helsinki-Malmi lentoasema,NA,NA,-3.5,-1.6,-10.9
2004-01-17,Helsinki Kaisaniemi,2.4,15,-2.3,-0.6,-8.5
2004-01-18,Helsinki Helsinki-Malmi lentoasema,NA,NA,-5.1,-2.9,-11.7
2004-01-18,Helsinki Kaisaniemi,1.2,21,-4.4,-1.8,-9
2004-01-19,Helsinki Helsinki-Malmi lentoasema,NA,NA,-6.5,-3.1,-8.4
2004-01-19,Helsinki Kaisaniemi,0,22,-5.5,-2.3,-7.3
2004-01-20,Helsinki Helsinki-Malmi lentoasema,NA,NA,-12.5,-8.4,-15.6
2004-01-20,Helsinki Kaisaniemi,0,22,-11.6,-6.8,-14.7
2004-01-21,Helsinki Helsinki-Malmi lentoasema,NA,NA,-16.3,-12.8,-20.3
2004-01-21,Helsinki Kaisaniemi,0.1,19,-15.6,-12,-19.4
2004-01-22,Helsinki Helsinki-Malmi lentoasema,NA,NA,-14.1,-11,-15.8
2004-01-22,Helsinki Kaisaniemi,0,18,-13,-9.5,-14.5
2004-01-23,Helsinki Helsinki-Malmi lentoasema,NA,NA,-11.9,-2.1,-22.8
2004-01-23,Helsinki Kaisaniemi,0,18,-9.1,-1.6,-19.2
2004-01-24,Helsinki Helsinki-Malmi lentoasema,NA,NA,-2.5,-1.5,-3.4
2004-01-24,Helsinki Kaisaniemi,0,18,-2.2,-0.9,-3.2
2004-01-25,Helsinki Helsinki-Malmi lentoasema,NA,NA,-7.2,-3.3,-8.5
2004-01-25,Helsinki Kaisaniemi,0.2,16,-6.6,-2.6,-8
2004-01-26,Helsinki Helsinki-Malmi lentoasema,NA,NA,-5.7,-4.3,-8.4
2004-01-26,Helsinki Kaisaniemi,0.6,16,-4.5,-3,-7.7
2004-01-27,Helsinki Helsinki-Malmi lentoasema,NA,NA,-5,-2.5,-6.7
2004-01-27,Helsinki Kaisaniemi,1.4,17,-4.3,-1.8,-6.3
2004-01-28,Helsinki Helsinki-Malmi lentoasema,NA,NA,-4.3,-4,-4.9
2004-01-28,Helsinki Kaisaniemi,1.6,19,-3.7,-3,-4.4
2004-01-29,Helsinki Helsinki-Malmi lentoasema,NA,NA,-4,-3.6,-4.5
2004-01-29,Helsinki Kaisaniemi,4.1,20,-3.5,-2.6,-4.4
2004-01-30,Helsinki Helsinki-Malmi lentoasema,NA,NA,-4.2,-2.9,-5.3
2004-01-30,Helsinki Kaisaniemi,0.3,23,-3.8,-2.4,-4.9
2004-01-31,Helsinki Helsinki-Malmi lentoasema,NA,NA,-3.9,-1.1,-6.4
2004-01-31,Helsinki Kaisaniemi,17.7,23,-3.4,-0.4,-6.1
2004-02-01,Helsinki Helsinki-Malmi lentoasema,NA,NA,-0.7,0.7,-1.7
2004-02-01,Helsinki Kaisaniemi,6.4,40,-0.5,1,-1.5
2004-02-02,Helsinki Helsinki-Malmi lentoasema,NA,NA,-3.7,0.4,-8.1
2004-02-02,Helsinki Kaisaniemi,0,43,-2.8,0.8,-5.9
2004-02-03,Helsinki Helsinki-Malmi lentoasema,NA,NA,-2.3,-1.7,-3.2
2004-02-03,Helsinki Kaisaniemi,7.8,43,-1.9,-0.9,-2.9
2004-02-04,Helsinki Helsinki-Malmi lentoasema,NA,NA,1.5,3.1,-1.8
2004-02-04,Helsinki Kaisaniemi,4.3,40,1.5,3.3,-1.5
2004-02-05,Helsinki Helsinki-Malmi lentoasema,NA,NA,0.6,3.2,-2.9
2004-02-05,Helsinki Kaisaniemi,0,31,0.8,3.6,-2.2
2004-02-06,Helsinki Helsinki-Malmi lentoasema,NA,NA,-3.7,-2.3,-5.3
2004-02-06,Helsinki Kaisaniemi,0.3,28,-3.1,-1.5,-5.2
2004-02-07,Helsinki Helsinki-Malmi lentoasema,NA,NA,-4.2,-1.8,-5.6
2004-02-07,Helsinki Kaisaniemi,0.2,28,-3.5,-0.9,-5.3
2004-02-08,Helsinki Helsinki-Malmi lentoasema,NA,NA,-9.4,-5.6,-13.1
2004-02-08,Helsinki Kaisaniemi,1.2,28,-7.4,-4.9,-9.5
2004-02-09,Helsinki Helsinki-Malmi lentoasema,NA,NA,-8.4,-4.3,-10.9
2004-02-09,Helsinki Kaisaniemi,0.8,30,-7.7,-3.4,-11
2004-02-10,Helsinki Helsinki-Malmi lentoasema,NA,NA,-13.7,-8.8,-20.8
2004-02-10,Helsinki Kaisaniemi,0,30,-12.3,-7.9,-16.8
2004-02-11,Helsinki Helsinki-Malmi lentoasema,NA,NA,-14.1,-10.7,-16.2
2004-02-11,Helsinki Kaisaniemi,0,30,-13.6,-9.6,-16.1
2004-02-12,Helsinki Helsinki-Malmi lentoasema,NA,NA,-14.4,-10.3,-20.2
2004-02-12,Helsinki Kaisaniemi,1.2,30,-12.9,-9,-17.7
2004-02-13,Helsinki Helsinki-Malmi lentoasema,NA,NA,-2.5,-0.5,-14.6
2004-02-13,Helsinki Kaisaniemi,0.1,31,-2.2,0.1,-10.6
2004-02-14,Helsinki Helsinki-Malmi lentoasema,NA,NA,1.1,2.1,-0.5
2004-02-14,Helsinki Kaisaniemi,0.1,31,1.4,2.8,-0.6
2004-02-15,Helsinki Helsinki-Malmi lentoasema,NA,NA,-0.6,1.3,-3.9
2004-02-15,Helsinki Kaisaniemi,1,30,-0.4,1.6,-3.5
2004-02-16,Helsinki Helsinki-Malmi lentoasema,NA,NA,-2.7,1.6,-5
2004-02-16,Helsinki Kaisaniemi,0,31,-2,2.3,-4.5
2004-02-17,Helsinki Helsinki-Malmi lentoasema,NA,NA,-2.2,NA,NA
2004-02-17,Helsinki Kaisaniemi,7.1,30,-1.3,1.2,-4.7
2004-02-18,Helsinki Helsinki-Malmi lentoasema,NA,NA,-10.5,-3.4,-12.1
2004-02-18,Helsinki Kaisaniemi,0,31,-9.5,-1.1,-11.3
2004-02-19,Helsinki Helsinki-Malmi lentoasema,NA,NA,-12.5,-5.4,-21.2
2004-02-19,Helsinki Kaisaniemi,0.7,31,-10.9,-4.6,-18.1
2004-02-20,Helsinki Helsinki-Malmi lentoasema,NA,NA,-0.1,2.4,-6.2
2004-02-20,Helsinki Kaisaniemi,0,32,-0.1,2.5,-5.9
2004-02-21,Helsinki Helsinki-Malmi lentoasema,NA,NA,0.6,3,-0.3
2004-02-21,Helsinki Kaisaniemi,0,32,0.6,2.5,-0.3
2004-02-22,Helsinki Helsinki-Malmi lentoasema,NA,NA,-2.5,0.9,-3.4
2004-02-22,Helsinki Kaisaniemi,0.5,32,-2.1,1.3,-3.4
2004-02-23,Helsinki Helsinki-Malmi lentoasema,NA,NA,-5.7,-3.4,-5.8
2004-02-23,Helsinki Kaisaniemi,1.9,33,-4.8,-2.4,-5.7
2004-02-24,Helsinki Helsinki-Malmi lentoasema,NA,NA,-9.2,-2.3,-19
2004-02-24,Helsinki Kaisaniemi,1.5,35,-6.8,0,-13.4
2004-02-25,Helsinki Helsinki-Malmi lentoasema,NA,NA,-2,-0.2,-5.9
2004-02-25,Helsinki Kaisaniemi,0.9,38,-1.4,0.6,-4.9
2004-02-26,Helsinki Helsinki-Malmi lentoasema,NA,NA,-0.7,0.5,-1.7
2004-02-26,Helsinki Kaisaniemi,4.5,39,-0.3,1.3,-1.3
2004-02-27,Helsinki Helsinki-Malmi lentoasema,NA,NA,0,0.5,-1.9
2004-02-27,Helsinki Kaisaniemi,1.3,45,-1.1,0.7,-1.8
2004-02-28,Helsinki Helsinki-Malmi lentoasema,NA,NA,-5.9,-1.8,-6.9
2004-02-28,Helsinki Kaisaniemi,0,45,-5,-1.2,-7.1
2004-02-29,Helsinki Helsinki-Malmi lentoasema,NA,NA,-7.3,-4.3,-10.4
2004-02-29,Helsinki Kaisaniemi,0.1,44,-6.7,-3.8,-8.7
2004-03-01,Helsinki Helsinki-Malmi lentoasema,NA,NA,-2.6,0.6,-8.6
2004-03-01,Helsinki Kaisaniemi,0.9,44,-1.9,1.2,-8.2
2004-03-02,Helsinki Helsinki-Malmi lentoasema,NA,NA,-3,1.7,-11.2
2004-03-02,Helsinki Kaisaniemi,5.9,43,-1.8,2.2,-7.4
2004-03-03,Helsinki Helsinki-Malmi lentoasema,NA,NA,-5.7,-2.4,-6.8
2004-03-03,Helsinki Kaisaniemi,0,46,-5.1,-2.1,-6.8
2004-03-04,Helsinki Helsinki-Malmi lentoasema,NA,NA,-7.3,-2.1,-13.9
2004-03-04,Helsinki Kaisaniemi,0,45,-6.5,-1.2,-12.3
2004-03-05,Helsinki Helsinki-Malmi lentoasema,NA,NA,-7.8,-0.7,-17.3
2004-03-05,Helsinki Kaisaniemi,0,45,-6.3,-0.7,-13.1
2004-03-06,Helsinki Helsinki-Malmi lentoasema,NA,NA,-7.7,-1.7,-11.4
2004-03-06,Helsinki Kaisaniemi,0,44,-6.6,-1.9,-8.9
2004-03-07,Helsinki Helsinki-Malmi lentoasema,NA,NA,-5.8,2.6,-16.2
2004-03-07,Helsinki Kaisaniemi,0,44,-4.5,2.2,-12.7
2004-03-08,Helsinki Helsinki-Malmi lentoasema,NA,NA,-0.1,2.2,-5.9
2004-03-08,Helsinki Kaisaniemi,0.1,44,1.1,3.2,-1.9
2004-03-09,Helsinki Helsinki-Malmi lentoasema,NA,NA,-1.3,5,-4.7
2004-03-09,Helsinki Kaisaniemi,0,40,-0.4,3.7,-3.2
2004-03-10,Helsinki Helsinki-Malmi lentoasema,NA,NA,-5.3,5.2,-12.1
2004-03-10,Helsinki Kaisaniemi,0,39,-4.1,2.5,-10.5
2004-03-11,Helsinki Helsinki-Malmi lentoasema,NA,NA,-4.6,5,-11.3
2004-03-11,Helsinki Kaisaniemi,0,39,-3,3,-8.6
2004-03-12,Helsinki Helsinki-Malmi lentoasema,NA,NA,-3.5,6,-10.9
2004-03-12,Helsinki Kaisaniemi,0,39,-1.5,5.4,-7.6
2004-03-13,Helsinki Helsinki-Malmi lentoasema,NA,NA,-3.1,4,-9.2
2004-03-13,Helsinki Kaisaniemi,0,39,-2.3,2.8,-6.6
2004-03-14,Helsinki Helsinki-Malmi lentoasema,NA,NA,-1.1,1.1,-5.4
2004-03-14,Helsinki Kaisaniemi,3.4,39,-0.2,1.5,-2.5
2004-03-15,Helsinki Helsinki-Malmi lentoasema,NA,NA,0.6,2.1,-0.5
2004-03-15,Helsinki Kaisaniemi,6.1,41,0.8,2,-0.4
2004-03-16,Helsinki Helsinki-Malmi lentoasema,NA,NA,2.2,3.3,1.5
2004-03-16,Helsinki Kaisaniemi,0,38,2.3,3.8,1.3
2004-03-17,Helsinki Helsinki-Malmi lentoasema,NA,NA,1.5,7.6,-2.4
2004-03-17,Helsinki Kaisaniemi,2,35,1.7,6.6,-1.5
2004-03-18,Helsinki Helsinki-Malmi lentoasema,NA,NA,1.8,3.9,-0.3
2004-03-18,Helsinki Kaisaniemi,0,30,2.4,5,0.6
2004-03-19,Helsinki Helsinki-Malmi lentoasema,NA,NA,1.1,6.8,-5.4
2004-03-19,Helsinki Kaisaniemi,1.5,28,2.3,6.8,-1.7
2004-03-20,Helsinki Helsinki-Malmi lentoasema,NA,NA,1.6,2.7,1.1
2004-03-20,Helsinki Kaisaniemi,5.5,26,1.8,2.6,0.9
2004-03-21,Helsinki Helsinki-Malmi lentoasema,NA,NA,0.9,2.2,0.4
2004-03-21,Helsinki Kaisaniemi,13.4,25,1,2.3,0.4
2004-03-22,Helsinki Helsinki-Malmi lentoasema,NA,NA,0.9,2.2,0.3
2004-03-22,Helsinki Kaisaniemi,2.2,27,1.1,3,0.1
2004-03-23,Helsinki Helsinki-Malmi lentoasema,NA,NA,0.5,3.1,-2.4
2004-03-23,Helsinki Kaisaniemi,0,25,0.8,3.4,-1.3
2004-03-24,Helsinki Helsinki-Malmi lentoasema,NA,NA,0.3,NA,-4.4
2004-03-24,Helsinki Kaisaniemi,0.9,24,0.6,2.9,-3.3
2004-03-25,Helsinki Helsinki-Malmi lentoasema,NA,NA,0.4,1.7,-0.6
2004-03-25,Helsinki Kaisaniemi,4.7,25,0.7,2.1,-0.5
2004-03-26,Helsinki Helsinki-Malmi lentoasema,NA,NA,-1.2,0.7,-3.1
2004-03-26,Helsinki Kaisaniemi,0,27,-0.4,1.9,-1.8
2004-03-27,Helsinki Helsinki-Malmi lentoasema,NA,NA,-1.9,1.5,-8.1
2004-03-27,Helsinki Kaisaniemi,1.7,26,-1.3,1.6,-6.2
2004-03-28,Helsinki Helsinki-Malmi lentoasema,NA,NA,2.7,6.4,0.3
2004-03-28,Helsinki Kaisaniemi,0,24,2.9,7.3,0.2
2004-03-29,Helsinki Helsinki-Malmi lentoasema,NA,NA,0.8,5.5,-6.1
2004-03-29,Helsinki Kaisaniemi,0,23,1.3,5,-3
2004-03-30,Helsinki Helsinki-Malmi lentoasema,NA,NA,4.4,10.2,0
2004-03-30,Helsinki Kaisaniemi,0,22,4.4,11.8,0
2004-03-31,Helsinki Helsinki-Malmi lentoasema,NA,NA,3.2,7.3,0.2
2004-03-31,Helsinki Kaisaniemi,0,20,3.8,8.3,0.4
2004-04-01,Helsinki Helsinki-Malmi lentoasema,NA,NA,-2.7,2.2,-5.3
2004-04-01,Helsinki Kaisaniemi,0,13,-1.6,3.5,-4.4
2004-04-02,Helsinki Helsinki-Malmi lentoasema,NA,NA,-3,1.7,-10.1
2004-04-02,Helsinki Kaisaniemi,0,12,-1.9,1.7,-8
2004-04-03,Helsinki Helsinki-Malmi lentoasema,NA,NA,-0.5,3.9,-6.9
2004-04-03,Helsinki Kaisaniemi,0,12,0.2,3.5,-4.2
2004-04-04,Helsinki Helsinki-Malmi lentoasema,NA,NA,0.6,7.6,-7
2004-04-04,Helsinki Kaisaniemi,0,11,1.5,6.6,-4.2
2004-04-05,Helsinki Helsinki-Malmi lentoasema,NA,NA,2.1,9.4,-5.6
2004-04-05,Helsinki Kaisaniemi,0,9,2.4,7.4,-3
2004-04-06,Helsinki Helsinki-Malmi lentoasema,NA,NA,4.2,8.3,-2.4
2004-04-06,Helsinki Kaisaniemi,0,7,4.1,7.2,1.2
2004-04-07,Helsinki Helsinki-Malmi lentoasema,NA,NA,5.6,10.2,0.5
2004-04-07,Helsinki Kaisaniemi,0,6,5.2,8.6,1.6
2004-04-08,Helsinki Helsinki-Malmi lentoasema,NA,NA,4.8,10.4,0.4
2004-04-08,Helsinki Kaisaniemi,0,4,5.3,9,1.4
2004-04-09,Helsinki Helsinki-Malmi lentoasema,NA,NA,2.7,9.3,-4.4
2004-04-09,Helsinki Kaisaniemi,0.2,2,4.1,8.6,-0.6
2004-04-10,Helsinki Helsinki-Malmi lentoasema,NA,NA,3.3,7.9,-1.8
2004-04-10,Helsinki Kaisaniemi,2,1,3.7,7.3,1.3
2004-04-11,Helsinki Helsinki-Malmi lentoasema,NA,NA,2.6,8.2,-3.3
2004-04-11,Helsinki Kaisaniemi,0.2,1,2.9,7.4,-0.4
2004-04-12,Helsinki Helsinki-Malmi lentoasema,NA,NA,3,8,-0.1
2004-04-12,Helsinki Kaisaniemi,0,0,3.7,8.6,-0.3
2004-04-13,Helsinki Helsinki-Malmi lentoasema,NA,NA,2.9,8.8,-2.4
2004-04-13,Helsinki Kaisaniemi,0,0,3.9,9.5,-1.7
2004-04-14,Helsinki Helsinki-Malmi lentoasema,NA,NA,3,7.5,-3.3
2004-04-14,Helsinki Kaisaniemi,0,0,3.6,7.2,0.4
2004-04-15,Helsinki Helsinki-Malmi lentoasema,NA,NA,8.4,15.1,3.5
2004-04-15,Helsinki Kaisaniemi,0,0,8.6,15.9,3.5
2004-04-16,Helsinki Helsinki-Malmi lentoasema,NA,NA,2.7,10.1,-1.1
2004-04-16,Helsinki Kaisaniemi,0,0,3.6,10.1,1.7
2004-04-17,Helsinki Helsinki-Malmi lentoasema,NA,NA,6.2,14.1,-3.6
2004-04-17,Helsinki Kaisaniemi,0,0,6.9,13,-0.6
2004-04-18,Helsinki Helsinki-Malmi lentoasema,NA,NA,7.9,NA,NA
2004-04-18,Helsinki Kaisaniemi,0,0,9.5,12.9,5.1
2004-04-19,Helsinki Helsinki-Malmi lentoasema,NA,NA,7.8,14.6,-0.9
2004-04-19,Helsinki Kaisaniemi,0,0,8.6,12.4,3.1
2004-04-20,Helsinki Helsinki-Malmi lentoasema,NA,NA,8.9,14.2,4.8
2004-04-20,Helsinki Kaisaniemi,0.8,0,8.9,12.4,5.8
2004-04-21,Helsinki Helsinki-Malmi lentoasema,NA,NA,10.2,14.2,7.4
2004-04-21,Helsinki Kaisaniemi,2.5,0,10.2,13.6,7.6
2004-04-22,Helsinki Helsinki-Malmi lentoasema,NA,NA,5.2,10,2.6
2004-04-22,Helsinki Kaisaniemi,0,0,5.7,10.2,3
2004-04-23,Helsinki Helsinki-Malmi lentoasema,NA,NA,2.9,7.2,-4.1
2004-04-23,Helsinki Kaisaniemi,0,0,4.1,7.4,-0.2
2004-04-24,Helsinki Helsinki-Malmi lentoasema,NA,NA,4.6,9.6,-1.1
2004-04-24,Helsinki Kaisaniemi,0,0,4.7,8.6,-0.3
2004-04-25,Helsinki Helsinki-Malmi lentoasema,NA,NA,4.9,NA,NA
2004-04-25,Helsinki Kaisaniemi,0,0,5.5,9.6,0.6
2004-04-26,Helsinki Helsinki-Malmi lentoasema,NA,NA,3.3,9.2,-4.6
2004-04-26,Helsinki Kaisaniemi,0,0,5,7.6,0.1
2004-04-27,Helsinki Helsinki-Malmi lentoasema,NA,NA,4.3,11.4,-4.5
2004-04-27,Helsinki Kaisaniemi,0,0,5.3,10.3,-3
2004-04-28,Helsinki Helsinki-Malmi lentoasema,NA,NA,5,11,-3.8
2004-04-28,Helsinki Kaisaniemi,0,0,5.5,9.8,-0.4
2004-04-29,Helsinki Helsinki-Malmi lentoasema,NA,NA,7.2,10.4,4.7
2004-04-29,Helsinki Kaisaniemi,0,0,7.4,10,5.1
2004-04-30,Helsinki Helsinki-Malmi lentoasema,NA,NA,8.9,16.8,-1.7
2004-04-30,Helsinki Kaisaniemi,0,0,9.3,14.9,1.6
2004-05-01,Helsinki Kaisaniemi,0,0,10.4,13.9,6.4
2004-05-02,Helsinki Helsinki-Malmi lentoasema,NA,NA,8.6,14.7,-0.8
2004-05-02,Helsinki Kaisaniemi,0,0,9.3,13.6,3.3
2004-05-03,Helsinki Helsinki-Malmi lentoasema,NA,NA,11.8,NA,NA
2004-05-03,Helsinki Kaisaniemi,0,0,12.3,17.7,7.3
2004-05-04,Helsinki Helsinki-Malmi lentoasema,NA,NA,12.8,15.7,10.2
2004-05-04,Helsinki Kaisaniemi,1.8,0,12.3,14.7,9.5
2004-05-05,Helsinki Helsinki-Malmi lentoasema,NA,NA,16,21.1,10.1
2004-05-05,Helsinki Kaisaniemi,0,0,14.4,18.8,10.2
2004-05-06,Helsinki Helsinki-Malmi lentoasema,NA,NA,18.7,23.9,12.6
2004-05-06,Helsinki Kaisaniemi,0,0,17.3,21.4,12
2004-05-07,Helsinki Helsinki-Malmi lentoasema,NA,NA,18.6,24.8,8.9
2004-05-07,Helsinki Kaisaniemi,0,0,18,23,11.7
2004-05-08,Helsinki Helsinki-Malmi lentoasema,NA,NA,19.1,24.1,13
2004-05-08,Helsinki Kaisaniemi,0,0,18.4,21.8,14.3
2004-05-09,Helsinki Helsinki-Malmi lentoasema,NA,NA,NA,23,NA
2004-05-09,Helsinki Kaisaniemi,0,0,17.1,21.7,12.6
2004-05-10,Helsinki Helsinki-Malmi lentoasema,NA,NA,12.6,21.2,5
2004-05-10,Helsinki Kaisaniemi,0.7,0,13.3,19.8,9
2004-05-11,Helsinki Helsinki-Malmi lentoasema,NA,NA,5.7,11.7,4
2004-05-11,Helsinki Kaisaniemi,0,0,6.5,13.7,4.3
2004-05-12,Helsinki Helsinki-Malmi lentoasema,NA,NA,3.8,9.8,-2
2004-05-12,Helsinki Kaisaniemi,0,0,4.8,8.7,0.1
2004-05-13,Helsinki Helsinki-Malmi lentoasema,NA,NA,4.1,9.6,-4.5
2004-05-13,Helsinki Kaisaniemi,0,0,5.2,9.3,-0.7
2004-05-14,Helsinki Helsinki-Malmi lentoasema,NA,NA,4.7,9.9,-2.9
2004-05-14,Helsinki Kaisaniemi,0.1,0,5.8,9.9,1.5
2004-05-15,Helsinki Helsinki-Malmi lentoasema,NA,NA,8.9,NA,NA
2004-05-15,Helsinki Kaisaniemi,0,0,8.4,13,4.7
2004-05-16,Helsinki Helsinki-Malmi lentoasema,NA,NA,7.5,12.6,1.2
2004-05-16,Helsinki Kaisaniemi,0,0,8.3,12.6,2.8
2004-05-17,Helsinki Helsinki-Malmi lentoasema,NA,NA,7.6,13.3,-2.7
2004-05-17,Helsinki Kaisaniemi,3.7,0,8.3,11.7,1.4
2004-05-18,Helsinki Helsinki-Malmi lentoasema,NA,NA,8.6,10.6,6.5
2004-05-18,Helsinki Kaisaniemi,8.6,0,8.7,11.2,6.4
2004-05-19,Helsinki Helsinki-Malmi lentoasema,NA,NA,7.9,11.7,4.9
2004-05-19,Helsinki Kaisaniemi,2.4,0,8.4,12.3,6.1
2004-05-20,Helsinki Helsinki-Malmi lentoasema,NA,NA,9,13.7,4.4
2004-05-20,Helsinki Kaisaniemi,0.1,0,9.4,13.5,4.8
2004-05-21,Helsinki Helsinki-Malmi lentoasema,NA,NA,8.6,12.7,5
2004-05-21,Helsinki Kaisaniemi,0.4,0,8.8,12.4,5.6
2004-05-22,Helsinki Helsinki-Malmi lentoasema,NA,NA,7.4,13,5.1
2004-05-22,Helsinki Kaisaniemi,0.2,0,8,12.2,5
2004-05-23,Helsinki Helsinki-Malmi lentoasema,NA,NA,6.1,9.3,3.7
2004-05-23,Helsinki Kaisaniemi,0.1,0,6.8,9.6,5.1
2004-05-24,Helsinki Helsinki-Malmi lentoasema,NA,NA,6.1,11.5,-1.6
2004-05-24,Helsinki Kaisaniemi,0,0,7.7,10.8,3.6
2004-05-25,Helsinki Helsinki-Malmi lentoasema,NA,NA,8.5,14,-0.7
2004-05-25,Helsinki Kaisaniemi,0,0,9.4,13.6,2.5
2004-05-26,Helsinki Helsinki-Malmi lentoasema,NA,NA,10.9,16.4,1
2004-05-26,Helsinki Kaisaniemi,1.8,0,11.7,16.2,4.5
2004-05-27,Helsinki Helsinki-Malmi lentoasema,NA,NA,11.6,17.7,6.9
2004-05-27,Helsinki Kaisaniemi,0,0,11.7,16.8,7.6
2004-05-28,Helsinki Helsinki-Malmi lentoasema,NA,NA,12.1,16.2,7.3
2004-05-28,Helsinki Kaisaniemi,2.3,0,12.4,15.8,8.9
2004-05-29,Helsinki Helsinki-Malmi lentoasema,NA,NA,9.3,14.8,8.4
2004-05-29,Helsinki Kaisaniemi,5.2,0,9.6,13.4,8.3
2004-05-30,Helsinki Helsinki-Malmi lentoasema,NA,NA,8.3,11.3,6.1
2004-05-30,Helsinki Kaisaniemi,2.5,0,8.3,11.2,6.3
2004-05-31,Helsinki Helsinki-Malmi lentoasema,NA,NA,9.1,14.6,6.2
2004-05-31,Helsinki Kaisaniemi,2.8,0,9.3,13.6,6.5
2004-06-01,Helsinki Helsinki-Malmi lentoasema,NA,NA,12,16.9,3.5
2004-06-01,Helsinki Kaisaniemi,0,0,12.2,15.6,6.1
2004-06-02,Helsinki Helsinki-Malmi lentoasema,NA,NA,12.9,17.5,7.8
2004-06-02,Helsinki Kaisaniemi,0,0,13.3,17.6,8.9
2004-06-03,Helsinki Helsinki-Malmi lentoasema,NA,NA,12.3,NA,NA
2004-06-03,Helsinki Kaisaniemi,0,0,13.4,16.6,8.1
2004-06-04,Helsinki Helsinki-Malmi lentoasema,NA,NA,15.7,20,11.4
2004-06-04,Helsinki Kaisaniemi,0,0,15.4,19,11.1
2004-06-05,Helsinki Helsinki-Malmi lentoasema,NA,NA,15.5,21.2,6.5
2004-06-05,Helsinki Kaisaniemi,0,0,15.4,20.3,10.1
2004-06-06,Helsinki Helsinki-Malmi lentoasema,NA,NA,14.3,18,11.6
2004-06-06,Helsinki Kaisaniemi,0.3,0,14,18,11.6
2004-06-07,Helsinki Helsinki-Malmi lentoasema,NA,NA,11.4,16,4.1
2004-06-07,Helsinki Kaisaniemi,2.1,0,11.6,16.9,7.6
2004-06-08,Helsinki Helsinki-Malmi lentoasema,NA,NA,10.3,13.9,6.7
2004-06-08,Helsinki Kaisaniemi,0.1,0,10.8,13.8,7.2
2004-06-09,Helsinki Helsinki-Malmi lentoasema,NA,NA,12.2,18.5,5.7
2004-06-09,Helsinki Kaisaniemi,0,0,12.7,18,7.4
2004-06-10,Helsinki Helsinki-Malmi lentoasema,NA,NA,12.3,18.4,1.1
2004-06-10,Helsinki Kaisaniemi,2.2,0,12.8,17.6,5.1
2004-06-11,Helsinki Helsinki-Malmi lentoasema,NA,NA,10,14.6,8.3
2004-06-11,Helsinki Kaisaniemi,3,0,10.4,15,8.8
2004-06-12,Helsinki Helsinki-Malmi lentoasema,NA,NA,11.8,13.2,8.2
