date,obs-obs-1-1-rrday,obs-obs-1-1-tday,obs-obs-1-1-snow,obs-obs-1-1-tmin,obs-obs-1-1-tmax
2006-04-18T00:00:00Z,0.9,2.9,0,-1.1,6.1
2006-04-19T00:00:00Z,-1,3,0,2.1,5.6
2006-04-20T00:00:00Z,7.6,3.5,-1,0.3,6.8
2006-04-21T00:00:00Z,0.2,4.9,-1,1.4,11.3
2006-04-22T00:00:00Z,-1,5.4,-1,0.6,10.4
2006-04-23T00:00:00Z,-1,4.9,-1,-1.2,10.4
2006-04-24T00:00:00Z,-1,4.4,-1,-2.1,9.5
2006-04-25T00:00:00Z,-1,7,-1,2.8,10.2
2006-04-26T00:00:00Z,-1,9,-1,5.3,13.2
2006-04-27T00:00:00Z,-1,8.7,-1,4.1,13.2
2006-04-28T00:00:00Z,-1,9.1,-1,4.6,12.8
2006-04-29T00:00:00Z,-1,8.8,-1,7,11.2
2006-04-30T00:00:00Z,-1,7.8,-1,4.5,11.3
2006-05-01T00:00:00Z,-1,8.4,-1,4.6,13
2006-05-02T00:00:00Z,-1,9.6,-1,6.1,13
2006-05-03T00:00:00Z,-1,11.3,-1,8.2,15.1
2006-05-04T00:00:00Z,-1,11.4,-1,4.4,16.4
2006-05-05T00:00:00Z,-1,13.9,-1,8.4,18
2006-05-06T00:00:00Z,-1,15.6,-1,8.9,20.6
2006-05-07T00:00:00Z,-1,17.1,-1,9.7,24.7
2006-05-08T00:00:00Z,-1,12.9,-1,9.8,17.7
2006-05-09T00:00:00Z,-1,16.9,-1,11.9,23.1
2006-05-10T00:00:00Z,-1,11.6,-1,9.3,17.5
2006-05-11T00:00:00Z,-1,10.1,-1,4.9,13.5
2006-05-12T00:00:00Z,-1,11.3,-1,5.7,16
2006-05-13T00:00:00Z,-1,10.9,-1,8.6,15.9
2006-05-14T00:00:00Z,3.6,8.5,-1,5.5,13.1
2006-05-15T00:00:00Z,6.6,7.1,-1,4,11.4
2006-05-16T00:00:00Z,-1,7.7,-1,3.3,11.8
2006-05-17T00:00:00Z,-1,7.1,-1,2.1,10.8
2006-05-18T00:00:00Z,0.1,8.1,-1,3.3,11.6
2006-05-19T00:00:00Z,1.5,8.7,-1,7,10.3
2006-05-20T00:00:00Z,3.7,7.9,-1,7.1,9.7
2006-05-21T00:00:00Z,-1,10.2,-1,7.3,14
2006-05-22T00:00:00Z,0.9,14.3,-1,10,18.9
2006-05-23T00:00:00Z,11.9,10.9,-1,8.5,15.6
2006-05-24T00:00:00Z,0.9,8.9,-1,7.1,12.6
2006-05-25T00:00:00Z,12.2,8.9,-1,7,14.8
2006-05-26T00:00:00Z,-1,8.2,-1,5.9,12.2
2006-05-27T00:00:00Z,-1,8.9,-1,4.6,12
2006-05-28T00:00:00Z,0.2,9.4,-1,5.1,14.4
2006-05-29T00:00:00Z,-1,9.4,-1,4.7,13.6
2006-05-30T00:00:00Z,-1,9.5,-1,5.4,14.9
2006-05-31T00:00:00Z,-1,11.7,-1,7.3,15.5
2006-06-01T00:00:00Z,-1,14.1,-1,9.9,17.9
2006-06-02T00:00:00Z,-1,12.9,-1,7.9,18.7
2006-06-03T00:00:00Z,9.1,9.8,-1,9.3,13.8
2006-06-04T00:00:00Z,-1,10.9,-1,8.5,15.2
2006-06-05T00:00:00Z,-1,13.6,-1,8,18.8
2006-06-06T00:00:00Z,-1,10.9,-1,7.7,15.1
2006-06-07T00:00:00Z,0.3,10.3,-1,7.6,12.4
2006-06-08T00:00:00Z,-1,10.8,-1,7.8,13.6
2006-06-09T00:00:00Z,-1,12.6,-1,9.2,16
2006-06-10T00:00:00Z,-1,15.5,-1,10.4,20.1
2006-06-11T00:00:00Z,-1,15.2,-1,8.8,21.8
2006-06-12T00:00:00Z,-1,16,-1,9.6,22.3
2006-06-13T00:00:00Z,-1,18.2,-1,11.3,24.6
2006-06-14T00:00:00Z,0.2,18.1,-1,13.9,22.7
2006-06-15T00:00:00Z,-1,15.3,-1,10.7,20.2
2006-06-16T00:00:00Z,-1,16.4,-1,9.5,22.4
2006-06-17T00:00:00Z,-1,17.9,-1,13,21.3
2006-06-18T00:00:00Z,-1,19,-1,12.6,24
2006-06-19T00:00:00Z,-1,20.1,-1,13.6,25.5
2006-06-20T00:00:00Z,-1,20.5,-1,15.2,25.2
2006-06-21T00:00:00Z,0.2,21.1,-1,18.3,26.3
2006-06-22T00:00:00Z,8.1,20,-1,18.2,24.1
2006-06-23T00:00:00Z,0.1,17.2,-1,16.6,20.3
2006-06-24T00:00:00Z,-1,17.3,-1,13.4,20.9
2006-06-25T00:00:00Z,-1,16.6,-1,11.8,20.3
2006-06-26T00:00:00Z,2,17.3,-1,13.3,21.1
2006-06-27T00:00:00Z,-1,16.2,-1,13.5,19.1
2006-06-28T00:00:00Z,-1,16.1,-1,15,18
2006-06-29T00:00:00Z,-1,18,-1,12,24.2
2006-06-30T00:00:00Z,-1,18.5,-1,11.5,23.7
2006-07-01T00:00:00Z,-1,16.5,-1,14.2,22.7
2006-07-02T00:00:00Z,-1,18.1,-1,10.1,23.2
2006-07-03T00:00:00Z,-1,20.6,-1,14.6,25
2006-07-04T00:00:00Z,-1,19.6,-1,14.5,23.2
2006-07-05T00:00:00Z,-1,19.2,-1,15,23.6
2006-07-06T00:00:00Z,-1,19.9,-1,13.7,25.4
2006-07-07T00:00:00Z,-1,22.2,-1,17.3,26.6
2006-07-08T00:00:00Z,-1,24,-1,17.7,29.2
2006-07-09T00:00:00Z,-1,22.5,-1,18.5,26.4
2006-07-10T00:00:00Z,-1,22.6,-1,17,26.9
2006-07-11T00:00:00Z,-1,22.4,-1,17.6,26.2
2006-07-12T00:00:00Z,-1,20.4,-1,18.7,23.7
2006-07-13T00:00:00Z,0.2,19.4,-1,13.8,24.9
2006-07-14T00:00:00Z,0.3,19.4,-1,16,23.8
2006-07-15T00:00:00Z,-1,17.5,-1,13.1,21.4
2006-07-16T00:00:00Z,-1,18,-1,12,23.1
2006-07-17T00:00:00Z,0.1,18.1,-1,11.1,22.8
2006-07-18T00:00:00Z,-1,19.4,-1,16.3,23.7
2006-07-19T00:00:00Z,-1,16.4,-1,11.5,21.1
2006-07-20T00:00:00Z,-1,16.5,-1,11.1,21.3
2006-07-21T00:00:00Z,0.7,15.3,-1,9.6,19.4
2006-07-22T00:00:00Z,2.1,15.3,-1,13.7,17.7
2006-07-23T00:00:00Z,-1,17.9,-1,11.1,22.8
2006-07-24T00:00:00Z,-1,18.9,-1,12.1,23.8
2006-07-25T00:00:00Z,-1,20.6,-1,16.2,27.1
2006-07-26T00:00:00Z,-1,19.7,-1,13.8,25.7
2006-07-27T00:00:00Z,-1,17,-1,12.3,21.9
2006-07-28T00:00:00Z,-1,17,-1,11,20.7
2006-07-29T00:00:00Z,-1,18.5,-1,16,22
2006-07-30T00:00:00Z,-1,16.6,-1,14.8,19
2006-07-31T00:00:00Z,-1,15.3,-1,11,18.8
2006-08-01T00:00:00Z,-1,16.5,-1,10.4,20
2006-08-02T00:00:00Z,-1,19.6,-1,15.1,22.4
2006-08-03T00:00:00Z,-1,17.9,-1,15.7,20.8
2006-08-04T00:00:00Z,-1,18.6,-1,14.7,23.8
2006-08-05T00:00:00Z,-1,17.8,-1,12.2,22.4
2006-08-06T00:00:00Z,-1,19.8,-1,13.3,25.7
2006-08-07T00:00:00Z,-1,19.9,-1,13.1,24.6
2006-08-08T00:00:00Z,-1,19.7,-1,14.7,24.2
2006-08-09T00:00:00Z,-1,19,-1,14.2,23.7
2006-08-10T00:00:00Z,-1,18.3,-1,12.3,22.8
2006-08-11T00:00:00Z,-1,18.6,-1,13.5,22.9
2006-08-12T00:00:00Z,-1,20.2,-1,14.5,24.5
2006-08-13T00:00:00Z,-1,20.3,-1,16.4,23.7
2006-08-14T00:00:00Z,-1,20,-1,18.1,21.6
2006-08-15T00:00:00Z,1.5,18.6,-1,17.6,21.2
2006-08-16T00:00:00Z,0.5,18.3,-1,13.1,22.7
2006-08-17T00:00:00Z,-1,19.3,-1,17.3,22.1
2006-08-18T00:00:00Z,1.3,18.4,-1,15.5,22.5
2006-08-19T00:00:00Z,-1,19,-1,13,23.6
2006-08-20T00:00:00Z,-1,19.5,-1,13.9,24.1
2006-08-21T00:00:00Z,0.6,20,-1,16.3,23.1
2006-08-22T00:00:00Z,0.2,19.4,-1,17.8,22.5
2006-08-23T00:00:00Z,-1,19.4,-1,15.2,22.9
2006-08-24T00:00:00Z,0.4,18.8,-1,15,24.6
2006-08-25T00:00:00Z,-1,19.4,-1,15.4,24.4
2006-08-26T00:00:00Z,3.5,18,-1,14.2,23.2
2006-08-27T00:00:00Z,2.5,17.4,-1,13.2,20.4
2006-08-28T00:00:00Z,-1,17.8,-1,16.4,19.8
2006-08-29T00:00:00Z,-1,16.8,-1,15.7,20.2
2006-08-30T00:00:00Z,-1,16.9,-1,11.3,21.3
2006-08-31T00:00:00Z,1.3,17.4,-1,15.2,20.5
2006-09-01T00:00:00Z,-1,17,-1,13.5,21.7
2006-09-02T00:00:00Z,-1,16.2,-1,11.8,19.4
2006-09-03T00:00:00Z,3.8,17.8,-1,15.6,20.4
2006-09-04T00:00:00Z,-1,16.6,-1,15.7,20.1
2006-09-05T00:00:00Z,0.3,14.9,-1,11.9,18.6
2006-09-06T00:00:00Z,-1,15.8,-1,12.3,20
2006-09-07T00:00:00Z,3,15.2,-1,11.4,18
2006-09-08T00:00:00Z,5.3,14,-1,12.8,17.9
2006-09-09T00:00:00Z,-1,12.9,-1,10.9,15.7
2006-09-10T00:00:00Z,-1,14.8,-1,10.6,19.3
2006-09-11T00:00:00Z,-1,14.9,-1,10,21
2006-09-12T00:00:00Z,-1,15.2,-1,12.3,18.5
2006-09-13T00:00:00Z,-1,14.6,-1,11.5,19.3
2006-09-14T00:00:00Z,-1,16,-1,12.4,23.4
2006-09-15T00:00:00Z,-1,9.9,-1,5.8,15.2
2006-09-16T00:00:00Z,-1,9.8,-1,3,15.2
2006-09-17T00:00:00Z,-1,10.6,-1,5.6,15.4
2006-09-18T00:00:00Z,-1,11.9,-1,6.6,16.1
2006-09-19T00:00:00Z,2.1,13.7,-1,11.4,15.5
2006-09-20T00:00:00Z,1.1,14.3,-1,12.9,17.4
2006-09-21T00:00:00Z,-1,14.3,-1,9.5,17.7
2006-09-22T00:00:00Z,-1,15.2,-1,12.3,19
2006-09-23T00:00:00Z,-1,14.2,-1,11.7,18.9
2006-09-24T00:00:00Z,-1,14.3,-1,11.2,17.2
2006-09-25T00:00:00Z,-1,11.9,-1,10.5,14.5
2006-09-26T00:00:00Z,-1,11.6,-1,9.1,13.7
2006-09-27T00:00:00Z,-1,13.8,-1,11.5,17
2006-09-28T00:00:00Z,-1,14,-1,13,15
2006-09-29T00:00:00Z,0.6,12.1,-1,11,14
2006-09-30T00:00:00Z,5.9,11.8,-1,10.1,14.5
2006-10-01T00:00:00Z,26.1,11.6,-1,9.6,12.7
2006-10-02T00:00:00Z,-1,12.8,-1,10.9,15
2006-10-03T00:00:00Z,4.3,13,-1,11.1,14
2006-10-04T00:00:00Z,0.2,13.7,-1,13.1,14.9
2006-10-05T00:00:00Z,3.5,13.1,-1,12.7,15.6
2006-10-06T00:00:00Z,1.1,12.2,-1,9.7,14.7
2006-10-07T00:00:00Z,5,12.3,-1,10.1,13.1
2006-10-08T00:00:00Z,-1,12.8,-1,11.7,15.3
2006-10-09T00:00:00Z,-1,10.8,-1,9,13.3
2006-10-10T00:00:00Z,-1,7.3,-1,5.5,9.8
2006-10-11T00:00:00Z,0.2,9.9,-1,7.8,12.1
2006-10-12T00:00:00Z,-1,8.7,-1,6.9,11.3
2006-10-13T00:00:00Z,0.3,7.5,-1,3.2,11.9
2006-10-14T00:00:00Z,0.9,10.1,-1,7.6,12.3
2006-10-15T00:00:00Z,-1,6.8,-1,5.7,10.5
2006-10-16T00:00:00Z,-1,7.9,-1,2.5,10.8
2006-10-17T00:00:00Z,0.9,10.1,-1,8.5,11.9
2006-10-18T00:00:00Z,-1,6.6,-1,3,10.8
2006-10-19T00:00:00Z,0.8,4.3,-1,2.6,6.1
2006-10-20T00:00:00Z,3.2,4.2,-1,2,5.8
2006-10-21T00:00:00Z,11.2,6.5,-1,5.4,7.9
2006-10-22T00:00:00Z,6.5,11.2,-1,7.8,12.4
2006-10-23T00:00:00Z,27.3,11.9,-1,10.9,12.4
2006-10-24T00:00:00Z,14,12.8,-1,12.1,13.9
2006-10-25T00:00:00Z,-1,7.4,-1,3.6,13.2
2006-10-26T00:00:00Z,29.7,5.2,-1,-0.4,9.5
2006-10-27T00:00:00Z,5.8,9.3,-1,6.7,13
2006-10-28T00:00:00Z,-1,2.3,-1,1,6.7
2006-10-29T00:00:00Z,-1,-0.9,-1,-2.2,2.1
2006-10-30T00:00:00Z,5,1.2,-1,-4.4,4.9
2006-10-31T00:00:00Z,37.6,1.9,-1,-1.5,5.2
2006-11-01T00:00:00Z,2.4,-0.7,-1,-2.6,7.1
2006-11-02T00:00:00Z,-1,-3.4,2,-4.3,-2.3
2006-11-03T00:00:00Z,-1,-3.6,2,-6.2,-1.3
2006-11-04T00:00:00Z,-1,-5.1,2,-7.5,-1.7
2006-11-05T00:00:00Z,0.1,-6.1,2,-8.4,-2.1
2006-11-06T00:00:00Z,9.3,0.6,2,-8.5,1.4
2006-11-07T00:00:00Z,-1,3.9,9,0.6,6.8
2006-11-08T00:00:00Z,-1,3.3,6,1.8,5.8
2006-11-09T00:00:00Z,-1,-1.1,5,-2.9,2.7
2006-11-10T00:00:00Z,-1,-1.1,5,-2.9,0.9
2006-11-11T00:00:00Z,3.7,-0.6,6,-6.7,3.1
2006-11-12T00:00:00Z,2.8,1.1,4,0.9,2.7
2006-11-13T00:00:00Z,0.2,-1,5,-1.8,1.4
2006-11-14T00:00:00Z,8.3,2,5,-0.6,4.1
2006-11-15T00:00:00Z,0.2,4.4,1,2,6
2006-11-16T00:00:00Z,-1,2.4,-1,1.1,3.9
2006-11-17T00:00:00Z,1.2,4.2,-1,2.1,5.5
2006-11-18T00:00:00Z,5.4,6.5,-1,4.3,7.3
2006-11-19T00:00:00Z,1.9,6.4,-1,4.5,7.5
2006-11-20T00:00:00Z,1,5,-1,4.3,6.3
2006-11-21T00:00:00Z,1.8,5.3,-1,3.5,6.1
2006-11-22T00:00:00Z,0.4,6.6,-1,4.8,7.6
2006-11-23T00:00:00Z,10.5,5,-1,4.2,6.6
2006-11-24T00:00:00Z,6.8,6.5,-1,5.2,7.1
2006-11-25T00:00:00Z,4.5,7.4,-1,6.6,8.1
2006-11-26T00:00:00Z,0.4,7.7,-1,6.8,8.6
2006-11-27T00:00:00Z,-1,6.6,-1,4.8,8.3
2006-11-28T00:00:00Z,-1,6.1,-1,3.4,6.9
2006-11-29T00:00:00Z,0.4,6.1,-1,5.3,6.8
2006-11-30T00:00:00Z,-1,6.7,-1,6.3,7.9
2006-12-01T00:00:00Z,-1,6.5,-1,4.3,7.6
2006-12-02T00:00:00Z,4.7,6.6,-1,4.8,7.8
2006-12-03T00:00:00Z,0.5,6.3,-1,5.5,7.2
2006-12-04T00:00:00Z,10.4,6.3,-1,5.5,6.7
2006-12-05T00:00:00Z,11,6.7,-1,6.3,7.2
2006-12-06T00:00:00Z,0.1,8.2,-1,6,9.4
2006-12-07T00:00:00Z,0.1,7.3,-1,6,8.4
2006-12-08T00:00:00Z,1.8,7,-1,5.9,8
2006-12-09T00:00:00Z,-1,7.5,-1,6.6,8.1
2006-12-10T00:00:00Z,-1,6.8,-1,5.7,8.3
2006-12-11T00:00:00Z,3.7,6.3,-1,5.4,7.1
2006-12-12T00:00:00Z,1.1,6.4,-1,5,7.3
2006-12-13T00:00:00Z,2.4,6.1,-1,5,6.4
2006-12-14T00:00:00Z,5.3,6.3,-1,4.2,7.5
2006-12-15T00:00:00Z,-1,6.9,-1,5.3,9.8
2006-12-16T00:00:00Z,-1,3.8,-1,2.6,5.7
2006-12-17T00:00:00Z,-1,1,-1,-0.5,3.1
2006-12-18T00:00:00Z,0.8,-0.4,-1,-1.2,1.8
2006-12-19T00:00:00Z,5.4,-3.4,1,-6.2,-0.4
2006-12-20T00:00:00Z,0.5,1.5,1,-4,2.5
2006-12-21T00:00:00Z,-1,2.6,1,0.9,4.3
2006-12-22T00:00:00Z,-1,3.2,-1,1.6,4.6
2006-12-23T00:00:00Z,-1,4.2,-1,2.6,5.6
2006-12-24T00:00:00Z,-1,4.1,-1,0.6,7.5
2006-12-25T00:00:00Z,0.1,-3,-1,-3.8,0.6
2006-12-26T00:00:00Z,-1,1.7,-1,-4.2,4.3
2006-12-27T00:00:00Z,-1,3.7,-1,1,4.6
2006-12-28T00:00:00Z,0.2,1.1,-1,-2,5.1
2006-12-29T00:00:00Z,-1,-2.7,-1,-3.7,-1.3
2006-12-30T00:00:00Z,1,2.2,-1,-3,4.5
2006-12-31T00:00:00Z,5.8,4.2,-1,2.1,5.8
2007-01-01T00:00:00Z,8.9,3.4,-1,1.1,4.6
2007-01-02T00:00:00Z,1.3,3.1,-1,2.6,4.9
2007-01-03T00:00:00Z,-1,2,-1,1.2,3.1
2007-01-04T00:00:00Z,4.4,3.4,-1,-0.5,5.1
2007-01-05T00:00:00Z,0.5,4.2,-1,1.7,5.8
2007-01-06T00:00:00Z,-1,0.9,-1,-0.2,3.9
2007-01-07T00:00:00Z,2.2,2.1,-1,-1.5,4.3
2007-01-08T00:00:00Z,4.3,5.1,-1,4.1,5.7
2007-01-09T00:00:00Z,8.4,5.5,-1,4.8,5.9
2007-01-10T00:00:00Z,9.2,6.4,-1,3.5,8.3
2007-01-11T00:00:00Z,2.8,0.3,0,-1.5,4.2
2007-01-12T00:00:00Z,0.8,-2.8,1,-5.8,-1.1
2007-01-13T00:00:00Z,3.3,0.5,1,-4.6,1.2
2007-01-14T00:00:00Z,6.2,2.1,2,-0.5,4.8
2007-01-15T00:00:00Z,1.7,0.9,1,-1.6,4
2007-01-16T00:00:00Z,0.1,4.4,0,1.7,6.6
2007-01-17T00:00:00Z,13,1.9,-1,0.5,3.6
2007-01-18T00:00:00Z,2.4,3.2,-1,0.4,5.2
2007-01-19T00:00:00Z,0.1,-0.5,-1,-2,3.4
2007-01-20T00:00:00Z,1.9,-4,0,-6.3,-1.1
2007-01-21T00:00:00Z,1.7,-4,2,-6.8,-1.6
2007-01-22T00:00:00Z,-1,-9.5,4,-11.1,-4.5
2007-01-23T00:00:00Z,4.1,-9.1,4,-14.8,-2.7
2007-01-24T00:00:00Z,1.2,-2.8,9,-3.8,-0.7
2007-01-25T00:00:00Z,-1,-8.7,9,-12.3,-3.4
2007-01-26T00:00:00Z,7,-0.3,8,-10.6,0.5
2007-01-27T00:00:00Z,0.3,-6,15,-8,0.2
2007-01-28T00:00:00Z,-1,-9.8,14,-12,-6.8
2007-01-29T00:00:00Z,-1,-10.3,13,-17.3,-4.1
2007-01-30T00:00:00Z,0.4,-10,13,-12,-4.8
2007-01-31T00:00:00Z,3.1,-4.4,13,-13.1,-1.5
2007-02-01T00:00:00Z,0.5,-5.1,16,-8.9,-1.8
2007-02-02T00:00:00Z,7.1,0.3,16,-3.5,2.3
2007-02-03T00:00:00Z,0.2,0.8,11,-0.7,2.4
2007-02-04T00:00:00Z,-1,-0.2,11,-2,1.4
2007-02-05T00:00:00Z,-1,-6.5,11,-10,1.1
2007-02-06T00:00:00Z,-1,-17.4,11,-18.9,-10
2007-02-07T00:00:00Z,0.1,-17.8,11,-21.7,-12.6
2007-02-08T00:00:00Z,1.9,-13.4,11,-19.2,-8.8
2007-02-09T00:00:00Z,-1,-13.3,19,-15,-9.7
2007-02-10T00:00:00Z,0.1,-15.5,14,-21.2,-8.7
2007-02-11T00:00:00Z,-1,-6.2,15,-17.8,-2.2
2007-02-12T00:00:00Z,-1,-4.9,15,-6.6,-1.9
2007-02-13T00:00:00Z,-1,-6.9,14,-8.7,-5
2007-02-14T00:00:00Z,-1,-7.5,14,-8.7,-5.7
2007-02-15T00:00:00Z,0.1,-5,13,-7.1,-3.5
2007-02-16T00:00:00Z,0.1,-2.8,13,-4.8,-2.3
2007-02-17T00:00:00Z,-1,0.7,14,-2.5,2
2007-02-18T00:00:00Z,-1,0.5,13,0.2,2
2007-02-19T00:00:00Z,-1,-10.4,13,-13.9,0.7
2007-02-20T00:00:00Z,-1,-15.1,13,-16.8,-10.1
2007-02-21T00:00:00Z,-1,-16.2,13,-20.1,-12.1
2007-02-22T00:00:00Z,-1,-15.1,13,-18.3,-11.4
2007-02-23T00:00:00Z,0.1,-14.1,13,-19.4,-10.3
2007-02-24T00:00:00Z,-1,-9.5,13,-11.6,-7.5
2007-02-25T00:00:00Z,-1,-7.6,13,-9.9,-5.4
2007-02-26T00:00:00Z,-1,-6.9,13,-7.8,-5.5
2007-02-27T00:00:00Z,4.2,-5.2,13,-8.5,-3.2
2007-02-28T00:00:00Z,1.1,-2.1,14,-4,-1
2007-03-01T00:00:00Z,5.9,0.1,14,-1.7,1
2007-03-02T00:00:00Z,4.6,0.8,18,0.4,1.7
2007-03-03T00:00:00Z,0.5,1.3,18,0.2,2
2007-03-04T00:00:00Z,0.6,0.9,17,0.1,2.5
2007-03-05T00:00:00Z,-1,0,15,-1.4,4.1
2007-03-06T00:00:00Z,1.9,-1.4,15,-5.8,1.1
2007-03-07T00:00:00Z,2.4,1.6,16,0.4,3.7
2007-03-08T00:00:00Z,0.3,2.2,14,0.9,4.2
2007-03-09T00:00:00Z,1.5,1.4,12,0.6,4
2007-03-10T00:00:00Z,2.7,1.5,10,0.3,2.1
2007-03-11T00:00:00Z,-1,3.4,9,0.4,7.4
2007-03-12T00:00:00Z,0.1,1.1,6,-1.3,3.6
2007-03-13T00:00:00Z,-1,3.6,3,1.4,8
2007-03-14T00:00:00Z,-1,3.9,1,0.6,9.1
2007-03-15T00:00:00Z,-1,2.7,1,0.5,6.4
2007-03-16T00:00:00Z,0.1,3.8,-1,1.2,9.4
2007-03-17T00:00:00Z,4.5,1.1,-1,0.5,4.8
2007-03-18T00:00:00Z,9.7,1,-1,-0.2,3.1
2007-03-19T00:00:00Z,0.9,2.4,4,0.3,3.5
2007-03-20T00:00:00Z,-1,2.9,1,1.4,6.4
2007-03-21T00:00:00Z,2.3,3.4,-1,-0.1,6.7
2007-03-22T00:00:00Z,-1,4.7,-1,2.8,7.9
2007-03-23T00:00:00Z,-1,3.6,-1,1.5,6.5
2007-03-24T00:00:00Z,-1,5.1,-1,2.2,10.2
2007-03-25T00:00:00Z,-1,6,-1,0.8,12.8
2007-03-26T00:00:00Z,-1,7.9,-1,0.5,15.1
2007-03-27T00:00:00Z,-1,7.2,-1,0.8,14.4
2007-03-28T00:00:00Z,-1,6.3,-1,0.2,11.8
2007-03-29T00:00:00Z,-1,5.6,-1,-0.5,11.7
2007-03-30T00:00:00Z,-1,6.2,-1,1.9,10.3
2007-03-31T00:00:00Z,-1,4.5,-1,-0.3,9.6
2007-04-01T00:00:00Z,-1,5,-1,-1.2,10
2007-04-02T00:00:00Z,-1,7.4,-1,4,12.6
2007-04-03T00:00:00Z,-1,3.1,-1,0.9,8.2
2007-04-04T00:00:00Z,-1,-0.1,-1,-4.7,2.8
2007-04-05T00:00:00Z,0.1,4.4,-1,2,8.7
2007-04-06T00:00:00Z,0.3,2.5,-1,1.2,6.3
2007-04-07T00:00:00Z,-1,1.8,-1,-1.4,4.9
2007-04-08T00:00:00Z,-1,1.2,-1,-2.3,4.8
2007-04-09T00:00:00Z,-1,0.9,-1,-4.3,6.1
2007-04-10T00:00:00Z,-1,2.8,-1,-1.6,6.4
2007-04-11T00:00:00Z,-1,6.5,-1,1.8,11.8
2007-04-12T00:00:00Z,-1,6.9,-1,2.8,12
2007-04-13T00:00:00Z,-1,7.5,-1,0.4,14.8
2007-04-14T00:00:00Z,-1,10.4,-1,4.6,16
2007-04-15T00:00:00Z,-1,8.3,-1,3.1,12.2
2007-04-16T00:00:00Z,-1,8.6,-1,3.4,14
2007-04-17T00:00:00Z,1.7,8.6,-1,4.4,13.1
2007-04-18T00:00:00Z,-1,8.1,-1,4.9,13.7
2007-04-19T00:00:00Z,8.4,3.8,-1,1,8.8
2007-04-20T00:00:00Z,10.9,5,-1,3,8.4
2007-04-21T00:00:00Z,1.2,3.7,-1,1.5,6.2
2007-04-22T00:00:00Z,0.1,6.8,-1,2.8,11.8
2007-04-23T00:00:00Z,8.7,3.8,-1,2.8,8.8
2007-04-24T00:00:00Z,-1,6.7,-1,4.1,9.9
2007-04-25T00:00:00Z,1.5,6.9,-1,3.7,9.8
2007-04-26T00:00:00Z,-1,8.2,-1,5.8,11.4
2007-04-27T00:00:00Z,-1,12.2,-1,6.4,18.1
2007-04-28T00:00:00Z,-1,6.7,-1,5.7,12.5
2007-04-29T00:00:00Z,1,4.6,-1,-0.8,9.4
2007-04-30T00:00:00Z,-1,3.3,-1,0.2,8.2
2007-05-01T00:00:00Z,0.1,3.6,-1,-1,7.1
2007-05-02T00:00:00Z,5.9,4,-1,2.4,8.2
2007-05-03T00:00:00Z,2.9,4.9,-1,0.8,8.2
2007-05-04T00:00:00Z,1.5,4.5,-1,3.4,8.8
2007-05-05T00:00:00Z,-1,4.3,-1,0.8,6.7
2007-05-06T00:00:00Z,-1,9.2,-1,3.9,14.2
2007-05-07T00:00:00Z,0.2,9.7,-1,6.3,15.8
2007-05-08T00:00:00Z,-1,6.8,-1,3.9,10.5
2007-05-09T00:00:00Z,-1,7.9,-1,2.1,13.6
2007-05-10T00:00:00Z,-1,9.9,-1,4.7,14.8
2007-05-11T00:00:00Z,-1,7.4,-1,2.9,11.3
2007-05-12T00:00:00Z,-1,9.3,-1,2.6,14.5
2007-05-13T00:00:00Z,-1,9,-1,6.4,12.5
2007-05-14T00:00:00Z,0.5,10,-1,5.8,13.5
2007-05-15T00:00:00Z,5.4,9.9,-1,8.3,13.1
2007-05-16T00:00:00Z,-1,8.3,-1,6.3,11.2
2007-05-17T00:00:00Z,-1,10.7,-1,5.2,15.8
2007-05-18T00:00:00Z,-1,11.9,-1,6.4,16.5
2007-05-19T00:00:00Z,-1,11.6,-1,7.9,15.8
2007-05-20T00:00:00Z,-1,12.4,-1,10.1,16
2007-05-21T00:00:00Z,3.3,13.5,-1,8,18.1
2007-05-22T00:00:00Z,0.1,11.8,-1,10.2,15.3
2007-05-23T00:00:00Z,-1,12.5,-1,10.4,15
2007-05-24T00:00:00Z,-1,10.2,-1,6.5,13.9
2007-05-25T00:00:00Z,3.5,11.6,-1,9.4,15
2007-05-26T00:00:00Z,4.6,14,-1,10,17.2
2007-05-27T00:00:00Z,34.3,14.5,-1,8.2,19.2
2007-05-28T00:00:00Z,0.1,18.2,-1,13.8,23.3
2007-05-29T00:00:00Z,0.5,20.6,-1,15.3,25.7
2007-05-30T00:00:00Z,5.1,15.4,-1,13.1,22.4
2007-05-31T00:00:00Z,0.3,16.7,-1,15.1,19.1
2007-06-01T00:00:00Z,-1,13.8,-1,11.8,16
2007-06-02T00:00:00Z,-1,12.7,NaN,9.4,16.2
2007-06-03T00:00:00Z,-1,13.5,NaN,7.7,18.3
2007-06-04T00:00:00Z,-1,16.7,NaN,6.4,23
2007-06-05T00:00:00Z,-1,16.2,NaN,11.5,20.5
2007-06-06T00:00:00Z,-1,20.5,NaN,10.6,26.9
2007-06-07T00:00:00Z,-1,19.2,NaN,15,24.8
2007-06-08T00:00:00Z,-1,20.7,NaN,13.3,26.4
2007-06-09T00:00:00Z,-1,21.2,NaN,14,27.5
2007-06-10T00:00:00Z,-1,17.6,NaN,14.9,22.4
2007-06-11T00:00:00Z,0.1,15.7,NaN,13.6,19.2
2007-06-12T00:00:00Z,0.2,15.9,NaN,12.1,20.4
2007-06-13T00:00:00Z,0.9,15,-1,9.9,20.9
