"","LocationID1","LocationID2","Date","WeekDay","Hour","Value"
"1",10700907,107,"2011-03-02","Wednesday",0,NA
"36",10700907,107,"2011-03-02","Wednesday",1,NA
"71",10700907,107,"2011-03-02","Wednesday",2,NA
"106",10700907,107,"2011-03-02","Wednesday",3,NA
"141",10700907,107,"2011-03-02","Wednesday",4,NA
"176",10700907,107,"2011-03-02","Wednesday",5,NA
"211",10700907,107,"2011-03-02","Wednesday",6,NA
"246",10700907,107,"2011-03-02","Wednesday",7,NA
"281",10700907,107,"2011-03-02","Wednesday",8,NA
"316",10700907,107,"2011-03-02","Wednesday",9,NA
"351",10700907,107,"2011-03-02","Wednesday",10,23
"386",10700907,107,"2011-03-02","Wednesday",11,10
"421",10700907,107,"2011-03-02","Wednesday",12,9
"456",10700907,107,"2011-03-02","Wednesday",13,43
"491",10700907,107,"2011-03-02","Wednesday",14,30
"526",10700907,107,"2011-03-02","Wednesday",15,19
"561",10700907,107,"2011-03-02","Wednesday",16,25
"596",10700907,107,"2011-03-02","Wednesday",17,25
"631",10700907,107,"2011-03-02","Wednesday",18,19
"666",10700907,107,"2011-03-02","Wednesday",19,15
"701",10700907,107,"2011-03-02","Wednesday",20,6
"736",10700907,107,"2011-03-02","Wednesday",21,2
"771",10700907,107,"2011-03-02","Wednesday",22,2
"806",10700907,107,"2011-03-02","Wednesday",23,2
"2",10700907,107,"2011-03-03","Thursday",0,1
"37",10700907,107,"2011-03-03","Thursday",1,1
"72",10700907,107,"2011-03-03","Thursday",2,0
"107",10700907,107,"2011-03-03","Thursday",3,0
"142",10700907,107,"2011-03-03","Thursday",4,2
"177",10700907,107,"2011-03-03","Thursday",5,5
"212",10700907,107,"2011-03-03","Thursday",6,16
"247",10700907,107,"2011-03-03","Thursday",7,24
"282",10700907,107,"2011-03-03","Thursday",8,36
"317",10700907,107,"2011-03-03","Thursday",9,15
"352",10700907,107,"2011-03-03","Thursday",10,8
"387",10700907,107,"2011-03-03","Thursday",11,10
"422",10700907,107,"2011-03-03","Thursday",12,15
"457",10700907,107,"2011-03-03","Thursday",13,14
"492",10700907,107,"2011-03-03","Thursday",14,74
"527",10700907,107,"2011-03-03","Thursday",15,20
"562",10700907,107,"2011-03-03","Thursday",16,26
"597",10700907,107,"2011-03-03","Thursday",17,27
"632",10700907,107,"2011-03-03","Thursday",18,14
"667",10700907,107,"2011-03-03","Thursday",19,13
"702",10700907,107,"2011-03-03","Thursday",20,6
"737",10700907,107,"2011-03-03","Thursday",21,6
"772",10700907,107,"2011-03-03","Thursday",22,1
"807",10700907,107,"2011-03-03","Thursday",23,0
"3",10700907,107,"2011-03-04","Friday",0,3
"38",10700907,107,"2011-03-04","Friday",1,0
"73",10700907,107,"2011-03-04","Friday",2,0
"108",10700907,107,"2011-03-04","Friday",3,0
"143",10700907,107,"2011-03-04","Friday",4,0
"178",10700907,107,"2011-03-04","Friday",5,3
"213",10700907,107,"2011-03-04","Friday",6,17
"248",10700907,107,"2011-03-04","Friday",7,26
"283",10700907,107,"2011-03-04","Friday",8,29
"318",10700907,107,"2011-03-04","Friday",9,19
"353",10700907,107,"2011-03-04","Friday",10,5
"388",10700907,107,"2011-03-04","Friday",11,7
"423",10700907,107,"2011-03-04","Friday",12,12
"458",10700907,107,"2011-03-04","Friday",13,6
"493",10700907,107,"2011-03-04","Friday",14,13
"528",10700907,107,"2011-03-04","Friday",15,32
"563",10700907,107,"2011-03-04","Friday",16,24
"598",10700907,107,"2011-03-04","Friday",17,26
"633",10700907,107,"2011-03-04","Friday",18,8
"668",10700907,107,"2011-03-04","Friday",19,5
"703",10700907,107,"2011-03-04","Friday",20,3
"738",10700907,107,"2011-03-04","Friday",21,1
"773",10700907,107,"2011-03-04","Friday",22,2
"808",10700907,107,"2011-03-04","Friday",23,1
"4",10700907,107,"2011-03-05","Saturday",0,4
"39",10700907,107,"2011-03-05","Saturday",1,0
"74",10700907,107,"2011-03-05","Saturday",2,0
"109",10700907,107,"2011-03-05","Saturday",3,1
"144",10700907,107,"2011-03-05","Saturday",4,0
"179",10700907,107,"2011-03-05","Saturday",5,4
"214",10700907,107,"2011-03-05","Saturday",6,3
"249",10700907,107,"2011-03-05","Saturday",7,4
"284",10700907,107,"2011-03-05","Saturday",8,4
"319",10700907,107,"2011-03-05","Saturday",9,7
"354",10700907,107,"2011-03-05","Saturday",10,7
"389",10700907,107,"2011-03-05","Saturday",11,8
"424",10700907,107,"2011-03-05","Saturday",12,15
"459",10700907,107,"2011-03-05","Saturday",13,10
"494",10700907,107,"2011-03-05","Saturday",14,12
"529",10700907,107,"2011-03-05","Saturday",15,7
"564",10700907,107,"2011-03-05","Saturday",16,10
"599",10700907,107,"2011-03-05","Saturday",17,16
"634",10700907,107,"2011-03-05","Saturday",18,8
"669",10700907,107,"2011-03-05","Saturday",19,4
"704",10700907,107,"2011-03-05","Saturday",20,2
"739",10700907,107,"2011-03-05","Saturday",21,3
