"","LocationID1","LocationID2","Date","WeekDay","Hour","Value"
"1",10204003,102,"2005-10-05","Wednesday",0,NA
"15",10204003,102,"2005-10-05","Wednesday",1,NA
"29",10204003,102,"2005-10-05","Wednesday",2,NA
"43",10204003,102,"2005-10-05","Wednesday",3,NA
"57",10204003,102,"2005-10-05","Wednesday",4,NA
"71",10204003,102,"2005-10-05","Wednesday",5,NA
"85",10204003,102,"2005-10-05","Wednesday",6,NA
"99",10204003,102,"2005-10-05","Wednesday",7,NA
"113",10204003,102,"2005-10-05","Wednesday",8,NA
"127",10204003,102,"2005-10-05","Wednesday",9,NA
"141",10204003,102,"2005-10-05","Wednesday",10,NA
"155",10204003,102,"2005-10-05","Wednesday",11,NA
"169",10204003,102,"2005-10-05","Wednesday",12,NA
"183",10204003,102,"2005-10-05","Wednesday",13,NA
"197",10204003,102,"2005-10-05","Wednesday",14,NA
"211",10204003,102,"2005-10-05","Wednesday",15,NA
"225",10204003,102,"2005-10-05","Wednesday",16,236
"239",10204003,102,"2005-10-05","Wednesday",17,198
"253",10204003,102,"2005-10-05","Wednesday",18,121
"267",10204003,102,"2005-10-05","Wednesday",19,93
"281",10204003,102,"2005-10-05","Wednesday",20,62
"295",10204003,102,"2005-10-05","Wednesday",21,32
"309",10204003,102,"2005-10-05","Wednesday",22,15
"323",10204003,102,"2005-10-05","Wednesday",23,9
"2",10204003,102,"2005-10-06","Thursday",0,7
"16",10204003,102,"2005-10-06","Thursday",1,4
"30",10204003,102,"2005-10-06","Thursday",2,2
"44",10204003,102,"2005-10-06","Thursday",3,2
"58",10204003,102,"2005-10-06","Thursday",4,2
"72",10204003,102,"2005-10-06","Thursday",5,14
"86",10204003,102,"2005-10-06","Thursday",6,79
"100",10204003,102,"2005-10-06","Thursday",7,211
"114",10204003,102,"2005-10-06","Thursday",8,207
"128",10204003,102,"2005-10-06","Thursday",9,108
"142",10204003,102,"2005-10-06","Thursday",10,74
"156",10204003,102,"2005-10-06","Thursday",11,44
"170",10204003,102,"2005-10-06","Thursday",12,50
"184",10204003,102,"2005-10-06","Thursday",13,62
"198",10204003,102,"2005-10-06","Thursday",14,56
"212",10204003,102,"2005-10-06","Thursday",15,138
"226",10204003,102,"2005-10-06","Thursday",16,221
"240",10204003,102,"2005-10-06","Thursday",17,178
"254",10204003,102,"2005-10-06","Thursday",18,107
"268",10204003,102,"2005-10-06","Thursday",19,65
"282",10204003,102,"2005-10-06","Thursday",20,58
"296",10204003,102,"2005-10-06","Thursday",21,27
"310",10204003,102,"2005-10-06","Thursday",22,12
"324",10204003,102,"2005-10-06","Thursday",23,11
"3",10204003,102,"2005-10-07","Friday",0,6
"17",10204003,102,"2005-10-07","Friday",1,2
"31",10204003,102,"2005-10-07","Friday",2,0
"45",10204003,102,"2005-10-07","Friday",3,0
"59",10204003,102,"2005-10-07","Friday",4,3
"73",10204003,102,"2005-10-07","Friday",5,10
"87",10204003,102,"2005-10-07","Friday",6,64
"101",10204003,102,"2005-10-07","Friday",7,207
"115",10204003,102,"2005-10-07","Friday",8,184
"129",10204003,102,"2005-10-07","Friday",9,93
"143",10204003,102,"2005-10-07","Friday",10,49
"157",10204003,102,"2005-10-07","Friday",11,37
"171",10204003,102,"2005-10-07","Friday",12,55
"185",10204003,102,"2005-10-07","Friday",13,63
"199",10204003,102,"2005-10-07","Friday",14,72
"213",10204003,102,"2005-10-07","Friday",15,160
"227",10204003,102,"2005-10-07","Friday",16,170
"241",10204003,102,"2005-10-07","Friday",17,141
"255",10204003,102,"2005-10-07","Friday",18,101
"269",10204003,102,"2005-10-07","Friday",19,48
"283",10204003,102,"2005-10-07","Friday",20,35
"297",10204003,102,"2005-10-07","Friday",21,27
"311",10204003,102,"2005-10-07","Friday",22,12
"325",10204003,102,"2005-10-07","Friday",23,11
"4",10204003,102,"2005-10-08","Saturday",0,7
"18",10204003,102,"2005-10-08","Saturday",1,4
"32",10204003,102,"2005-10-08","Saturday",2,1
"46",10204003,102,"2005-10-08","Saturday",3,2
"60",10204003,102,"2005-10-08","Saturday",4,1
"74",10204003,102,"2005-10-08","Saturday",5,1
"88",10204003,102,"2005-10-08","Saturday",6,4
"102",10204003,102,"2005-10-08","Saturday",7,11
"116",10204003,102,"2005-10-08","Saturday",8,15
"130",10204003,102,"2005-10-08","Saturday",9,33
"144",10204003,102,"2005-10-08","Saturday",10,28
"158",10204003,102,"2005-10-08","Saturday",11,31
"172",10204003,102,"2005-10-08","Saturday",12,53
"186",10204003,102,"2005-10-08","Saturday",13,51
"200",10204003,102,"2005-10-08","Saturday",14,55
"214",10204003,102,"2005-10-08","Saturday",15,62
"228",10204003,102,"2005-10-08","Saturday",16,68
"242",10204003,102,"2005-10-08","Saturday",17,43
"256",10204003,102,"2005-10-08","Saturday",18,52
"270",10204003,102,"2005-10-08","Saturday",19,24
"284",10204003,102,"2005-10-08","Saturday",20,15
"298",10204003,102,"2005-10-08","Saturday",21,7
"312",10204003,102,"2005-10-08","Saturday",22,12
"326",10204003,102,"2005-10-08","Saturday",23,2
"5",10204003,102,"2005-10-09","Sunday",0,3
"19",10204003,102,"2005-10-09","Sunday",1,3
"33",10204003,102,"2005-10-09","Sunday",2,5
"47",10204003,102,"2005-10-09","Sunday",3,0
"61",10204003,102,"2005-10-09","Sunday",4,1
"75",10204003,102,"2005-10-09","Sunday",5,2
"89",10204003,102,"2005-10-09","Sunday",6,5
"103",10204003,102,"2005-10-09","Sunday",7,8
"117",10204003,102,"2005-10-09","Sunday",8,13
"131",10204003,102,"2005-10-09","Sunday",9,28
"145",10204003,102,"2005-10-09","Sunday",10,43
"159",10204003,102,"2005-10-09","Sunday",11,75
"173",10204003,102,"2005-10-09","Sunday",12,81
"187",10204003,102,"2005-10-09","Sunday",13,108
"201",10204003,102,"2005-10-09","Sunday",14,105
"215",10204003,102,"2005-10-09","Sunday",15,95
"229",10204003,102,"2005-10-09","Sunday",16,82
"243",10204003,102,"2005-10-09","Sunday",17,85
"257",10204003,102,"2005-10-09","Sunday",18,63
"271",10204003,102,"2005-10-09","Sunday",19,45
"285",10204003,102,"2005-10-09","Sunday",20,18
"299",10204003,102,"2005-10-09","Sunday",21,16
"313",10204003,102,"2005-10-09","Sunday",22,8
"327",10204003,102,"2005-10-09","Sunday",23,4
"6",10204003,102,"2005-10-10","Monday",0,3
"20",10204003,102,"2005-10-10","Monday",1,0
"34",10204003,102,"2005-10-10","Monday",2,0
"48",10204003,102,"2005-10-10","Monday",3,0
"62",10204003,102,"2005-10-10","Monday",4,0
"76",10204003,102,"2005-10-10","Monday",5,10
"90",10204003,102,"2005-10-10","Monday",6,64
"104",10204003,102,"2005-10-10","Monday",7,194
"118",10204003,102,"2005-10-10","Monday",8,208
"132",10204003,102,"2005-10-10","Monday",9,93
"146",10204003,102,"2005-10-10","Monday",10,43
"160",10204003,102,"2005-10-10","Monday",11,42
"174",10204003,102,"2005-10-10","Monday",12,33
"188",10204003,102,"2005-10-10","Monday",13,43
"202",10204003,102,"2005-10-10","Monday",14,55
"216",10204003,102,"2005-10-10","Monday",15,126
"230",10204003,102,"2005-10-10","Monday",16,188
"244",10204003,102,"2005-10-10","Monday",17,186
"258",10204003,102,"2005-10-10","Monday",18,111
"272",10204003,102,"2005-10-10","Monday",19,73
"286",10204003,102,"2005-10-10","Monday",20,55
"300",10204003,102,"2005-10-10","Monday",21,27
"314",10204003,102,"2005-10-10","Monday",22,19
"328",10204003,102,"2005-10-10","Monday",23,10
"7",10204003,102,"2005-10-11","Tuesday",0,4
"21",10204003,102,"2005-10-11","Tuesday",1,1
"35",10204003,102,"2005-10-11","Tuesday",2,1
"49",10204003,102,"2005-10-11","Tuesday",3,1
"63",10204003,102,"2005-10-11","Tuesday",4,3
"77",10204003,102,"2005-10-11","Tuesday",5,9
"91",10204003,102,"2005-10-11","Tuesday",6,74
"105",10204003,102,"2005-10-11","Tuesday",7,221
"119",10204003,102,"2005-10-11","Tuesday",8,199
"133",10204003,102,"2005-10-11","Tuesday",9,121
"147",10204003,102,"2005-10-11","Tuesday",10,52
"161",10204003,102,"2005-10-11","Tuesday",11,60
"175",10204003,102,"2005-10-11","Tuesday",12,51
"189",10204003,102,"2005-10-11","Tuesday",13,57
"203",10204003,102,"2005-10-11","Tuesday",14,64
"217",10204003,102,"2005-10-11","Tuesday",15,159
"231",10204003,102,"2005-10-11","Tuesday",16,220
"245",10204003,102,"2005-10-11","Tuesday",17,206
"259",10204003,102,"2005-10-11","Tuesday",18,117
"273",10204003,102,"2005-10-11","Tuesday",19,79
"287",10204003,102,"2005-10-11","Tuesday",20,51
"301",10204003,102,"2005-10-11","Tuesday",21,39
"315",10204003,102,"2005-10-11","Tuesday",22,18
"329",10204003,102,"2005-10-11","Tuesday",23,9
"8",10204003,102,"2005-10-12","Wednesday",0,7
"22",10204003,102,"2005-10-12","Wednesday",1,4
"36",10204003,102,"2005-10-12","Wednesday",2,1
"50",10204003,102,"2005-10-12","Wednesday",3,0
"64",10204003,102,"2005-10-12","Wednesday",4,1
"78",10204003,102,"2005-10-12","Wednesday",5,10
"92",10204003,102,"2005-10-12","Wednesday",6,71
"106",10204003,102,"2005-10-12","Wednesday",7,220
"120",10204003,102,"2005-10-12","Wednesday",8,191
"134",10204003,102,"2005-10-12","Wednesday",9,102
"148",10204003,102,"2005-10-12","Wednesday",10,69
"162",10204003,102,"2005-10-12","Wednesday",11,47
"176",10204003,102,"2005-10-12","Wednesday",12,45
"190",10204003,102,"2005-10-12","Wednesday",13,48
"204",10204003,102,"2005-10-12","Wednesday",14,71
"218",10204003,102,"2005-10-12","Wednesday",15,134
"232",10204003,102,"2005-10-12","Wednesday",16,225
"246",10204003,102,"2005-10-12","Wednesday",17,170
"260",10204003,102,"2005-10-12","Wednesday",18,110
"274",10204003,102,"2005-10-12","Wednesday",19,75
"288",10204003,102,"2005-10-12","Wednesday",20,51
"302",10204003,102,"2005-10-12","Wednesday",21,36
"316",10204003,102,"2005-10-12","Wednesday",22,21
"330",10204003,102,"2005-10-12","Wednesday",23,9
"9",10204003,102,"2005-10-13","Thursday",0,6
"23",10204003,102,"2005-10-13","Thursday",1,3
"37",10204003,102,"2005-10-13","Thursday",2,2
"51",10204003,102,"2005-10-13","Thursday",3,0
"65",10204003,102,"2005-10-13","Thursday",4,2
"79",10204003,102,"2005-10-13","Thursday",5,12
"93",10204003,102,"2005-10-13","Thursday",6,65
"107",10204003,102,"2005-10-13","Thursday",7,216
"121",10204003,102,"2005-10-13","Thursday",8,183
"135",10204003,102,"2005-10-13","Thursday",9,68
"149",10204003,102,"2005-10-13","Thursday",10,59
"163",10204003,102,"2005-10-13","Thursday",11,76
"177",10204003,102,"2005-10-13","Thursday",12,251
"191",10204003,102,"2005-10-13","Thursday",13,58
"205",10204003,102,"2005-10-13","Thursday",14,65
"219",10204003,102,"2005-10-13","Thursday",15,139
"233",10204003,102,"2005-10-13","Thursday",16,207
"247",10204003,102,"2005-10-13","Thursday",17,183
"261",10204003,102,"2005-10-13","Thursday",18,100
"275",10204003,102,"2005-10-13","Thursday",19,73
"289",10204003,102,"2005-10-13","Thursday",20,53
"303",10204003,102,"2005-10-13","Thursday",21,27
"317",10204003,102,"2005-10-13","Thursday",22,20
"331",10204003,102,"2005-10-13","Thursday",23,6
"10",10204003,102,"2005-10-14","Friday",0,5
"24",10204003,102,"2005-10-14","Friday",1,4
"38",10204003,102,"2005-10-14","Friday",2,1
"52",10204003,102,"2005-10-14","Friday",3,0
"66",10204003,102,"2005-10-14","Friday",4,1
"80",10204003,102,"2005-10-14","Friday",5,12
"94",10204003,102,"2005-10-14","Friday",6,68
"108",10204003,102,"2005-10-14","Friday",7,177
"122",10204003,102,"2005-10-14","Friday",8,NA
"136",10204003,102,"2005-10-14","Friday",9,NA
"150",10204003,102,"2005-10-14","Friday",10,NA
"164",10204003,102,"2005-10-14","Friday",11,NA
"178",10204003,102,"2005-10-14","Friday",12,NA
"192",10204003,102,"2005-10-14","Friday",13,NA
"206",10204003,102,"2005-10-14","Friday",14,NA
"220",10204003,102,"2005-10-14","Friday",15,NA
"234",10204003,102,"2005-10-14","Friday",16,NA
"248",10204003,102,"2005-10-14","Friday",17,NA
"262",10204003,102,"2005-10-14","Friday",18,NA
"276",10204003,102,"2005-10-14","Friday",19,NA
"290",10204003,102,"2005-10-14","Friday",20,NA
"304",10204003,102,"2005-10-14","Friday",21,NA
"318",10204003,102,"2005-10-14","Friday",22,NA
"332",10204003,102,"2005-10-14","Friday",23,NA
"11",10204003,102,"2005-10-15","Saturday",0,NA
"25",10204003,102,"2005-10-15","Saturday",1,NA
"39",10204003,102,"2005-10-15","Saturday",2,NA
"53",10204003,102,"2005-10-15","Saturday",3,NA
"67",10204003,102,"2005-10-15","Saturday",4,NA
"81",10204003,102,"2005-10-15","Saturday",5,NA
"95",10204003,102,"2005-10-15","Saturday",6,NA
"109",10204003,102,"2005-10-15","Saturday",7,NA
"123",10204003,102,"2005-10-15","Saturday",8,NA
"137",10204003,102,"2005-10-15","Saturday",9,NA
"151",10204003,102,"2005-10-15","Saturday",10,NA
"165",10204003,102,"2005-10-15","Saturday",11,NA
"179",10204003,102,"2005-10-15","Saturday",12,NA
"193",10204003,102,"2005-10-15","Saturday",13,NA
"207",10204003,102,"2005-10-15","Saturday",14,NA
"221",10204003,102,"2005-10-15","Saturday",15,NA
"235",10204003,102,"2005-10-15","Saturday",16,NA
"249",10204003,102,"2005-10-15","Saturday",17,NA
"263",10204003,102,"2005-10-15","Saturday",18,NA
"277",10204003,102,"2005-10-15","Saturday",19,NA
"291",10204003,102,"2005-10-15","Saturday",20,NA
"305",10204003,102,"2005-10-15","Saturday",21,NA
"319",10204003,102,"2005-10-15","Saturday",22,NA
"333",10204003,102,"2005-10-15","Saturday",23,NA
"12",10204003,102,"2005-10-16","Sunday",0,NA
"26",10204003,102,"2005-10-16","Sunday",1,NA
"40",10204003,102,"2005-10-16","Sunday",2,NA
"54",10204003,102,"2005-10-16","Sunday",3,NA
"68",10204003,102,"2005-10-16","Sunday",4,NA
"82",10204003,102,"2005-10-16","Sunday",5,NA
"96",10204003,102,"2005-10-16","Sunday",6,NA
"110",10204003,102,"2005-10-16","Sunday",7,NA
"124",10204003,102,"2005-10-16","Sunday",8,NA
"138",10204003,102,"2005-10-16","Sunday",9,NA
"152",10204003,102,"2005-10-16","Sunday",10,NA
"166",10204003,102,"2005-10-16","Sunday",11,NA
"180",10204003,102,"2005-10-16","Sunday",12,NA
"194",10204003,102,"2005-10-16","Sunday",13,NA
"208",10204003,102,"2005-10-16","Sunday",14,NA
"222",10204003,102,"2005-10-16","Sunday",15,NA
"236",10204003,102,"2005-10-16","Sunday",16,NA
"250",10204003,102,"2005-10-16","Sunday",17,NA
"264",10204003,102,"2005-10-16","Sunday",18,NA
"278",10204003,102,"2005-10-16","Sunday",19,NA
"292",10204003,102,"2005-10-16","Sunday",20,NA
"306",10204003,102,"2005-10-16","Sunday",21,NA
"320",10204003,102,"2005-10-16","Sunday",22,NA
"334",10204003,102,"2005-10-16","Sunday",23,NA
